WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Jankovic J.,Erakovic M.,3,80,3755,392,6,2,7,6,,,2,0,Completed,1.01,15,1.02,11.5,1.015,13,1.025,28.5,1.03,12
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Benesova I.,Peng S.,70,64,435,486,6,4,6,3,,,2,0,Completed,1.4,2.75,1.44,2.67,1.44,2.62,1.457,2.99,1.44,2.7
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Cibulkova D.,Sequera M.,31,156,933,201,6,3,6,0,,,2,0,Completed,1.06,8,1.07,7.19,1.071,7.5,1.08,11,1.05,9.5
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Cetkovska P.,Voskoboeva G.,77,101,405,335,7,5,6,3,,,2,0,Completed,1.33,3.25,1.3,3.35,1.364,3,1.403,3.28,1.37,3
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Suarez Navarro C.,Mauresmo A.,132,29,272,1017,6,3,6,4,,,2,0,Completed,4.33,1.19,3.75,1.25,4,1.222,4.85,1.235,3.8,1.25
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Cornet A.,Dulko G.,20,40,1160,642,6,0,4,6,6,4,2,1,Completed,1.36,3,1.4,2.85,1.364,3,1.377,3.45,1.4,2.85
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Govortsova O.,Sugiyama A.,37,35,704,752,6,0,7,5,,,2,0,Completed,1.9,1.8,1.87,1.87,2,1.727,2.07,1.855,2.04,1.74
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Dellacqua C.,Dechy N.,51,88,555,358,6,4,6,2,,,2,0,Completed,1.66,2.1,1.56,2.34,1.8,1.909,1.847,2.08,1.77,2
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Dementieva E.,Domachowska M.,8,73,2590,417,6,1,6,4,,,2,0,Completed,1.06,8,1.05,7.25,1.083,7,1.089,10.19,1.1,6.75
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Knapp K.,Sanchez O.,38,114,695,307,6,2,7,6,,,2,0,Completed,1.44,2.62,1.4,2.85,1.4,2.75,1.51,2.81,1.41,2.8
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Szavay A.,Lisicki S.,13,83,1682,379,7,6,6,3,,,2,0,Completed,1.33,3.25,1.4,2.85,1.333,3.25,1.388,3.38,1.4,2.85
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Kvitova P.,Stosur S.,87,149,365,223,6,2,6,1,,,2,0,Completed,1.8,1.9,1.83,1.91,1.833,1.833,1.813,2.13,1.84,1.92
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Wozniak A.,Amanmuradova A.,140,50,253,557,1,6,6,1,6,3,2,1,Completed,2.75,1.4,2.9,1.35,3,1.364,2.95,1.465,3.1,1.35
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Medina Garrigues A.,Pironkova T.,33,43,848,624,4,6,6,3,6,1,2,1,Completed,1.5,2.5,1.5,2.45,1.571,2.25,1.649,2.44,1.54,2.4
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Zheng J.,Kirilenko M.,200,23,143,1123,4,6,6,3,6,2,2,1,Completed,5,1.14,5.5,1.13,4.5,1.167,5.45,1.206,4.8,1.17
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Safina D.,Rybarikova M.,14,158,1662,198,6,0,6,1,,,2,0,Completed,1.04,10,1.04,9.25,1.063,8,1.074,11.5,1.05,9.5
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Kanepi K.,Chakvetadze A.,49,6,562,2731,6,4,7,6,,,2,0,Completed,4,1.22,3.75,1.25,4,1.222,4.68,1.245,4.3,1.2
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Schiavone F.,Mamic S.,19,334,1201,65,6,3,6,0,,,2,0,Completed,1.1,6.5,1.13,5.5,1.111,6,1.125,8.2,1.12,5.85
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Azarenka V.,Cirstea S.,17,78,1248,404,6,0,6,0,,,2,0,Completed,1.11,6,1.13,5.5,1.125,5.5,1.148,7.16,1.12,6
27,Paris,French Open,5/29/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Kuznetsova S.,King V.,4,113,3365,307,6,4,6,2,,,2,0,Completed,1.01,15,1.02,11.5,1.02,11,1.03,24,1.02,15
27,Paris,French Open,5/30/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Petrova N.,Kleybanova A.,25,54,1058,529,6,3,6,3,,,2,0,Completed,1.5,2.5,1.55,2.35,1.5,2.5,1.549,2.72,1.57,2.34
27,Paris,French Open,5/30/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Sharapova M.,Mattek B.,1,106,4116,321,6,2,3,6,6,2,2,1,Completed,1.02,13,1.03,10.5,1.02,11,1.042,20,1.04,11
27,Paris,French Open,5/30/2008,Grand Slam,Outdoor,Clay,2nd Round,3,Zvonareva V.,Cohen Aloro S.,12,270,1772,95,6,2,6,4,,,2,0,Completed,1.03,11,1.04,9.25,1.04,9,1.05,16,1.03,12
27,Paris,French Open,5/30/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Ivanovic A.,Wozniacki C.,2,34,3922,775,6,4,6,1,,,2,0,Completed,1.1,6.5,1.11,5.84,1.143,5,1.163,6.55,1.18,4.6
27,Paris,French Open,5/30/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Srebotnik K.,Williams S.,24,5,1060,2836,6,4,6,4,,,2,0,Completed,7,1.08,6.75,1.1,6,1.111,6.65,1.16,5.5,1.14
27,Paris,French Open,5/30/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Cetkovska P.,Benesova I.,77,70,405,435,6,3,6,3,,,2,0,Completed,2.75,1.4,2.53,1.48,2.625,1.444,2.86,1.485,2.68,1.45
27,Paris,French Open,5/30/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Schnyder P.,Loit E.,11,108,1830,317,7,6,5,7,6,2,2,1,Completed,1.14,5,1.2,4.25,1.143,5,1.217,5.21,1.2,4.35
27,Paris,French Open,5/30/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Radwanska A.,Cornet A.,15,20,1638,1160,6,4,6,4,,,2,0,Completed,1.61,2.2,1.5,2.5,1.615,2.2,1.645,2.45,1.87,1.9
27,Paris,French Open,5/30/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Suarez Navarro C.,Dellacqua C.,132,51,272,555,6,3,6,3,,,2,0,Completed,1.83,1.83,1.76,1.99,1.727,2,2.1,1.833,1.7,2.1
27,Paris,French Open,5/30/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Pennetta F.,Williams V.,30,7,999,2606,7,5,6,3,,,2,0,Completed,3.25,1.33,3.22,1.32,3.5,1.286,3.52,1.368,3.1,1.35
27,Paris,French Open,5/31/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Azarenka V.,Schiavone F.,17,19,1248,1201,6,1,6,1,,,2,0,Completed,1.36,3,1.45,2.6,1.444,2.625,1.429,3.13,1.45,2.65
27,Paris,French Open,5/31/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Kuznetsova S.,Petrova N.,4,25,3365,1058,6,2,6,1,,,2,0,Completed,1.22,4,1.3,3.35,1.25,3.75,1.293,4.11,1.26,3.7
27,Paris,French Open,5/31/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Safina D.,Zheng J.,14,200,1662,143,6,2,7,5,,,2,0,Completed,1.05,9,1.05,8.5,1.111,6,1.095,9.5,1.1,6.5
27,Paris,French Open,5/31/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Sharapova M.,Knapp K.,1,38,4116,695,7,6,6,0,,,2,0,Completed,1.08,7,1.13,5.5,1.083,7,1.152,6.98,1.1,6.5
27,Paris,French Open,5/31/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Jankovic J.,Cibulkova D.,3,31,3755,933,7,5,6,3,,,2,0,Completed,1.28,3.5,1.35,3.1,1.286,3.5,1.352,3.64,1.3,3.4
27,Paris,French Open,5/31/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Kanepi K.,Medina Garrigues A.,49,33,562,848,6,1,6,7,7,5,2,1,Completed,3,1.36,2.85,1.4,2.75,1.4,3.41,1.383,2.85,1.4
27,Paris,French Open,5/31/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Dementieva E.,Govortsova O.,8,37,2590,704,6,0,6,4,,,2,0,Completed,1.06,8,1.07,7.19,1.1,6.5,1.111,8.75,1.08,7.5
27,Paris,French Open,5/31/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Zvonareva V.,Wozniak A.,12,140,1772,253,6,2,6,2,,,2,0,Completed,1.04,10,1.07,7.19,1.063,8,1.08,11,1.04,11
27,Paris,French Open,5/31/2008,Grand Slam,Outdoor,Clay,3rd Round,3,Kvitova P.,Szavay A.,87,13,365,1682,7,6,4,6,6,2,2,1,Completed,3,1.36,2.75,1.4,3,1.364,3.05,1.444,2.85,1.4
27,Paris,French Open,6/1/2008,Grand Slam,Outdoor,Clay,4th Round,3,Suarez Navarro C.,Pennetta F.,132,30,272,999,6,3,6,2,,,2,0,Completed,4.5,1.16,3.46,1.28,3.75,1.25,4.25,1.282,3.8,1.25
27,Paris,French Open,6/1/2008,Grand Slam,Outdoor,Clay,4th Round,3,Ivanovic A.,Cetkovska P.,2,77,3922,405,6,0,6,0,,,2,0,Completed,1.03,11,1.07,7.19,1.071,7.5,1.077,11.5,1.05,9.5
27,Paris,French Open,6/1/2008,Grand Slam,Outdoor,Clay,4th Round,3,Jankovic J.,Radwanska A.,3,15,3755,1638,6,3,7,6,,,2,0,Completed,1.33,3.25,1.4,2.85,1.364,3,1.4,3.3,1.35,3.1
27,Paris,French Open,6/1/2008,Grand Slam,Outdoor,Clay,4th Round,3,Schnyder P.,Srebotnik K.,11,24,1830,1060,6,2,6,4,,,2,0,Completed,2.62,1.44,2.35,1.55,2.25,1.571,2.76,1.538,2.4,1.54
27,Paris,French Open,6/2/2008,Grand Slam,Outdoor,Clay,4th Round,3,Dementieva E.,Zvonareva V.,8,12,2590,1772,6,4,1,6,6,2,2,1,Completed,1.61,2.2,1.6,2.25,1.667,2.1,1.758,2.22,1.67,2.15
27,Paris,French Open,6/2/2008,Grand Slam,Outdoor,Clay,4th Round,3,Safina D.,Sharapova M.,14,1,1662,4116,6,7,7,6,6,2,2,1,Completed,1.83,1.83,1.87,1.87,2,1.727,2,1.909,1.9,1.9
27,Paris,French Open,6/3/2008,Grand Slam,Outdoor,Clay,4th Round,3,Kanepi K.,Kvitova P.,49,87,562,365,6,3,3,6,6,1,2,1,Completed,1.9,1.8,2,1.75,2.1,1.667,1.99,1.917,1.88,1.88
27,Paris,French Open,6/3/2008,Grand Slam,Outdoor,Clay,4th Round,3,Kuznetsova S.,Azarenka V.,4,17,3365,1248,6,2,6,3,,,2,0,Completed,1.4,2.75,1.35,3.05,1.5,2.5,1.469,2.93,1.53,2.44
27,Paris,French Open,6/3/2008,Grand Slam,Outdoor,Clay,Quarterfinals,3,Ivanovic A.,Schnyder P.,2,11,3922,1830,6,3,6,2,,,2,0,Completed,1.12,6,1.15,4.9,1.143,5,1.157,6.77,1.15,5.2
27,Paris,French Open,6/3/2008,Grand Slam,Outdoor,Clay,Quarterfinals,3,Jankovic J.,Suarez Navarro C.,3,132,3755,272,6,3,6,2,,,2,0,Completed,1.2,4.5,1.2,4.25,1.2,4.333,1.227,5,1.25,3.8
27,Paris,French Open,6/4/2008,Grand Slam,Outdoor,Clay,Quarterfinals,3,Safina D.,Dementieva E.,14,8,1662,2590,4,6,7,6,6,0,2,1,Completed,1.53,2.5,1.55,2.35,1.571,2.25,1.61,2.54,1.55,2.4
27,Paris,French Open,6/4/2008,Grand Slam,Outdoor,Clay,Quarterfinals,3,Kuznetsova S.,Kanepi K.,4,49,3365,562,7,5,6,2,,,2,0,Completed,1.06,9,1.1,6.25,1.111,6,1.095,9.5,1.12,6
27,Paris,French Open,6/5/2008,Grand Slam,Outdoor,Clay,Semifinals,3,Safina D.,Kuznetsova S.,14,4,1662,3365,6,3,6,2,,,2,0,Completed,2.5,1.53,2.4,1.6,2.25,1.571,2.41,1.662,2.18,1.65
27,Paris,French Open,6/5/2008,Grand Slam,Outdoor,Clay,Semifinals,3,Ivanovic A.,Jankovic J.,2,3,3922,3755,6,4,3,6,6,4,2,1,Completed,1.38,3,1.4,2.95,1.364,3,1.448,3.03,1.38,2.94
27,Paris,French Open,6/7/2008,Grand Slam,Outdoor,Clay,The Final,3,Ivanovic A.,Safina D.,2,14,3922,1662,6,4,6,3,,,2,0,Completed,1.44,2.75,1.45,2.8,1.4,2.75,1.467,2.94,1.4,3
28,Barcelona,Barcelona KIA,6/9/2008,4,Outdoor,Clay,1st Round,3,Zakopalova K.,Sprem K.,51,339,542,64,2,6,7,6,6,2,2,1,Completed,1.5,2.5,1.55,2.35,1.5,2.5,1.735,2.26,1.5,2.5
28,Barcelona,Barcelona KIA,6/9/2008,4,Outdoor,Clay,1st Round,3,Parmentier P.,Mamic S.,56,221,507,125,6,2,3,6,6,2,2,1,Completed,1.66,2.1,1.65,2.15,1.57,2.25,1.806,2.14,1.6,2.28
28,Barcelona,Barcelona KIA,6/9/2008,4,Outdoor,Clay,1st Round,3,Martinez-Sanchez M.J.,Wozniak A.,140,93,248,341,6,4,6,1,,,2,0,Completed,1.66,2.1,1.75,2.05,1.72,2,1.85,2.12,1.78,1.98
28,Barcelona,Barcelona KIA,6/9/2008,4,Outdoor,Clay,1st Round,3,Compostizode E.,Loit E.,341,83,64,405,6,7,6,4,7,6,2,1,Completed,4.33,1.2,4.25,1.2,4.33,1.2,,,4.3,1.2
28,Barcelona,Barcelona KIA,6/9/2008,4,Outdoor,Clay,1st Round,3,Lepchenko V.,De Los Rios R.,149,103,224,323,7,5,6,2,,,2,0,Completed,2.75,1.4,2.6,1.45,2.75,1.4,2.87,1.483,2.85,1.4
28,Barcelona,Barcelona KIA,6/9/2008,4,Outdoor,Clay,1st Round,3,Rybarikova M.,Camerin M.E.,122,142,285,243,6,1,6,2,,,2,0,Completed,1.28,3.5,1.35,3.1,1.33,3.25,1.351,3.65,1.33,3.2
28,Barcelona,Barcelona KIA,6/10/2008,4,Outdoor,Clay,1st Round,3,Errani S.,Dominguez Lino L.,61,113,489,299,6,3,6,2,,,2,0,Completed,1.4,2.75,1.4,2.85,1.4,2.75,1.417,3.2,1.41,2.8
28,Barcelona,Barcelona KIA,6/10/2008,4,Outdoor,Clay,1st Round,3,Ivanova E.,Garbin T.,219,77,127,428,4,6,7,5,6,3,2,1,Completed,3.25,1.33,3.1,1.35,2.75,1.4,3.14,1.427,3.1,1.35
28,Barcelona,Barcelona KIA,6/10/2008,4,Outdoor,Clay,1st Round,3,Parra Santonja A.,Gabarrus-Alonso M.,396,432,48,43,6,1,6,3,,,2,0,Completed,1.72,2,,,1.72,2,,,,
28,Barcelona,Barcelona KIA,6/10/2008,4,Outdoor,Clay,1st Round,3,Gallovits E.,Vakulenko J.,72,82,438,408,6,2,0,6,6,3,2,1,Completed,1.57,2.25,1.6,2.3,1.53,2.37,1.752,2.23,1.5,2.52
28,Barcelona,Barcelona KIA,6/10/2008,4,Outdoor,Clay,1st Round,3,Llagostera Vives N.,Peer S.,102,25,326,1077,7,5,6,2,,,2,0,Completed,1.14,5,2.15,1.65,2.2,1.61,2.13,1.813,2.5,1.5
28,Barcelona,Barcelona KIA,6/10/2008,4,Outdoor,Clay,1st Round,3,Cohen Aloro S.,Cibulkova D.,94,31,339,902,6,5,,,,,0,0,Retired,6.5,1.1,5.2,1.15,5.5,1.12,6.82,1.156,5.4,1.14
28,Barcelona,Barcelona KIA,6/10/2008,4,Outdoor,Clay,1st Round,3,Kirilenko M.,Osterloh L.,23,123,1123,285,6,0,2,0,,,1,0,Retired,1.08,7,1.1,6.75,1.1,6.5,1.087,10.5,1.1,6.75
28,Barcelona,Barcelona KIA,6/10/2008,4,Outdoor,Clay,1st Round,3,Kondratieva M.,Castano C.,236,147,114,227,7,6,4,6,6,0,2,1,Completed,3.75,1.25,,,3.5,1.28,4.26,1.281,,
28,Barcelona,Barcelona KIA,6/10/2008,4,Outdoor,Clay,1st Round,3,Safarova L.,Costas L.,47,541,561,28,6,2,6,1,,,2,0,Completed,1.1,6.5,,,1.11,6,1.119,8.61,,
28,Barcelona,Barcelona KIA,6/10/2008,4,Outdoor,Clay,1st Round,3,Suarez Navarro C.,Molik A.,49,115,548,296,6,2,6,4,,,2,0,Completed,1.16,4.5,1.2,4.25,1.2,4.33,1.177,6.16,1.18,4.6
28,Barcelona,Barcelona KIA,6/11/2008,4,Outdoor,Clay,2nd Round,3,Martinez-Sanchez M.J.,Parmentier P.,140,56,248,507,6,2,6,4,,,2,0,Completed,1.57,2.25,1.7,2.1,1.61,2.2,1.658,2.42,1.7,2.1
28,Barcelona,Barcelona KIA,6/11/2008,4,Outdoor,Clay,2nd Round,3,Cohen Aloro S.,Rybarikova M.,94,122,339,285,7,6,6,0,,,2,0,Completed,2.1,1.66,2.3,1.6,2.2,1.61,2.53,1.613,2.15,1.67
28,Barcelona,Barcelona KIA,6/11/2008,4,Outdoor,Clay,2nd Round,3,Errani S.,Lepchenko V.,61,149,489,224,6,4,7,5,,,2,0,Completed,1.14,5,1.2,4.25,1.22,4,1.2,5.5,1.18,4.6
28,Barcelona,Barcelona KIA,6/11/2008,4,Outdoor,Clay,2nd Round,3,Llagostera Vives N.,Compostizode E.,102,341,326,64,6,3,6,0,,,2,0,Completed,,,1.15,5.2,1.16,4.5,1.18,6.06,1.15,5.15
28,Barcelona,Barcelona KIA,6/12/2008,4,Outdoor,Clay,2nd Round,3,Safarova L.,Parra Santonja A.,47,396,561,48,7,5,4,6,6,3,2,1,Completed,1.14,5,1.15,5.2,1.16,4.5,1.159,6.7,1.16,5
28,Barcelona,Barcelona KIA,6/12/2008,4,Outdoor,Clay,2nd Round,3,Ivanova E.,Kondratieva M.,219,236,127,114,1,6,6,1,7,5,2,1,Completed,1.44,2.62,1.45,2.6,1.4,2.75,1.556,2.7,1.4,2.85
28,Barcelona,Barcelona KIA,6/12/2008,4,Outdoor,Clay,2nd Round,3,Gallovits E.,Zakopalova K.,72,51,438,542,6,2,6,0,,,2,0,Completed,1.9,1.8,2.05,1.75,2.1,1.66,1.971,1.935,2,1.77
28,Barcelona,Barcelona KIA,6/12/2008,4,Outdoor,Clay,2nd Round,3,Kirilenko M.,Suarez Navarro C.,23,49,1123,548,6,1,4,6,6,4,2,1,Completed,1.83,1.83,1.8,1.95,1.83,1.83,1.98,1.926,1.88,1.88
28,Barcelona,Barcelona KIA,6/13/2008,4,Outdoor,Clay,Quarterfinals,3,Martinez-Sanchez M.J.,Safarova L.,140,47,248,561,6,2,4,1,,,1,0,Retired,2.37,1.53,2.35,1.55,2.2,1.61,2.25,1.741,2.15,1.67
28,Barcelona,Barcelona KIA,6/13/2008,4,Outdoor,Clay,Quarterfinals,3,Cohen Aloro S.,Ivanova E.,94,219,339,127,6,2,6,1,,,2,0,Completed,1.33,3.25,1.35,3,1.36,3,1.368,3.52,1.35,3.1
28,Barcelona,Barcelona KIA,6/13/2008,4,Outdoor,Clay,Quarterfinals,3,Llagostera Vives N.,Errani S.,102,61,326,489,2,6,6,2,6,3,2,1,Completed,1.5,2.5,1.6,2.3,1.5,2.5,1.599,2.57,1.63,2.22
28,Barcelona,Barcelona KIA,6/13/2008,4,Outdoor,Clay,Quarterfinals,3,Kirilenko M.,Gallovits E.,23,72,1123,438,7,6,6,1,,,2,0,Completed,1.44,2.62,1.42,2.75,1.4,2.75,1.51,2.81,1.5,2.52
28,Barcelona,Barcelona KIA,6/14/2008,4,Outdoor,Clay,Semifinals,3,Martinez-Sanchez M.J.,Llagostera Vives N.,140,102,248,326,2,6,6,3,6,1,2,1,Completed,,,,,2.25,1.57,,,2.28,1.6
28,Barcelona,Barcelona KIA,6/14/2008,4,Outdoor,Clay,Semifinals,3,Kirilenko M.,Cohen Aloro S.,23,94,1123,339,7,5,6,3,,,2,0,Completed,1.33,3.25,1.35,3.1,1.33,3.25,1.368,3.52,1.43,2.74
28,Barcelona,Barcelona KIA,6/15/2008,4,Outdoor,Clay,The Final,3,Kirilenko M.,Martinez-Sanchez M.J.,23,140,1123,248,6,0,6,2,,,2,0,Completed,1.28,3.5,1.3,3.35,1.33,3.25,1.35,3.66,1.31,3.3
29,Birmingham,DFS Classic,6/9/2008,3,Outdoor,Grass,1st Round,3,Makarova E.,Baltacha E.,62,144,482,241,7,5,7,6,,,2,0,Completed,1.83,1.83,1.75,2.05,1.72,2,1.272,4.38,1.75,2.03
29,Birmingham,DFS Classic,6/9/2008,3,Outdoor,Grass,1st Round,3,Cirstea S.,Morita A.,66,105,461,315,6,2,6,0,,,2,0,Completed,2.5,1.5,2.45,1.5,2.5,1.5,2.56,1.602,2.37,1.55
29,Birmingham,DFS Classic,6/9/2008,3,Outdoor,Grass,1st Round,3,Nakamura A.,Obziler T.,78,120,427,286,7,5,6,3,,,2,0,Completed,2.25,1.57,1.6,2.3,1.57,2.25,1.741,2.25,1.67,2.15
29,Birmingham,DFS Classic,6/9/2008,3,Outdoor,Grass,1st Round,3,Kerber A.,Puchkova O.,118,130,288,271,6,4,6,3,,,2,0,Completed,,,,,1.66,2.1,1.82,2.12,1.7,2.1
29,Birmingham,DFS Classic,6/9/2008,3,Outdoor,Grass,1st Round,3,Rezai A.,Elliott A.,59,385,497,50,6,3,2,6,7,6,2,1,Completed,1.28,3.5,1.3,3.35,1.28,3.5,,,1.3,3.4
29,Birmingham,DFS Classic,6/9/2008,3,Outdoor,Grass,1st Round,3,Rao S.,Kvitova P.,160,60,199,490,7,6,6,4,,,2,0,Completed,3.25,1.33,3.1,1.35,3.4,1.3,3.99,1.304,3.4,1.3
29,Birmingham,DFS Classic,6/9/2008,3,Outdoor,Grass,1st Round,3,Mattek B.,Gajdosova J.,81,173,410,178,7,6,6,2,,,2,0,Completed,2,1.72,2.1,1.7,2,1.72,2.28,1.725,2.03,1.75
29,Birmingham,DFS Classic,6/9/2008,3,Outdoor,Grass,1st Round,3,Cavaday N.,Craybas J.,196,75,146,432,6,0,6,4,,,2,0,Completed,3.25,1.33,2.9,1.35,3.4,1.3,2.78,1.524,3.4,1.3
29,Birmingham,DFS Classic,6/9/2008,3,Outdoor,Grass,1st Round,3,Shvedova Y.,Amanmuradova A.,129,54,271,526,6,3,6,1,,,2,0,Completed,2.37,1.53,2.25,1.6,,,2.31,1.709,2.37,1.55
29,Birmingham,DFS Classic,6/9/2008,3,Outdoor,Grass,1st Round,3,Poutchek T.,Olaru R.,157,145,203,236,6,0,7,6,,,2,0,Completed,1.66,2.1,1.7,2.1,,,1.775,2.19,1.75,2.03
29,Birmingham,DFS Classic,6/9/2008,3,Outdoor,Grass,1st Round,3,O'Brien K.,Kudryavtseva A.,104,151,318,219,6,0,3,6,7,6,2,1,Completed,1.8,1.9,1.87,1.87,,,1.952,1.952,1.94,1.82
29,Birmingham,DFS Classic,6/9/2008,3,Outdoor,Grass,1st Round,3,Wickmayer Y.,Fedossova Y.,85,206,383,137,6,1,6,4,,,2,0,Completed,1.36,3,1.4,2.85,,,1.375,3.47,1.32,3.25
29,Birmingham,DFS Classic,6/9/2008,3,Outdoor,Grass,1st Round,3,Tanasugarn T.,Niculescu M.,89,86,365,375,6,3,6,4,,,2,0,Completed,1.53,2.37,1.55,2.4,,,1.613,2.53,1.54,2.4
29,Birmingham,DFS Classic,6/9/2008,3,Outdoor,Grass,1st Round,3,South M.,Fitzpatrick A.,154,320,216,68,6,4,6,4,,,2,0,Completed,1.36,3,1.35,3.1,,,1.441,3.07,1.37,3
29,Birmingham,DFS Classic,6/10/2008,3,Outdoor,Grass,1st Round,3,Bondarenko K.,Keothavong A.,69,92,454,348,6,3,6,2,,,2,0,Completed,1.57,2.25,1.6,2.25,1.57,2.25,1.787,2.17,1.54,2.4
29,Birmingham,DFS Classic,6/10/2008,3,Outdoor,Grass,1st Round,3,Domachowska M.,Ruutel M.,65,164,475,188,6,4,6,4,,,2,0,Completed,1.4,2.75,1.4,2.85,1.36,3,1.571,2.65,1.4,2.85
29,Birmingham,DFS Classic,6/10/2008,3,Outdoor,Grass,1st Round,3,Erakovic M.,Dubois S.,64,100,476,329,6,4,6,4,,,2,0,Completed,1.22,4,1.2,4.25,1.16,4.5,1.167,6.4,1.18,4.6
29,Birmingham,DFS Classic,6/10/2008,3,Outdoor,Grass,1st Round,3,Pin C.,Rodionova An.,79,70,423,452,7,5,7,6,,,2,0,Completed,1.8,1.9,1.8,1.95,1.83,1.83,1.813,2.13,2,1.77
29,Birmingham,DFS Classic,6/10/2008,3,Outdoor,Grass,1st Round,3,Cetkovska P.,Yuan M.,52,110,530,304,6,2,6,1,,,2,0,Completed,1.28,3.5,1.3,3.4,1.3,3.4,1.267,4.45,1.33,3.2
29,Birmingham,DFS Classic,6/10/2008,3,Outdoor,Grass,1st Round,3,Ruano Pascual V.,Sequera M.,80,158,415,201,6,3,6,7,6,1,2,1,Completed,1.61,2.2,1.65,2.15,1.72,2,1.613,2.53,1.6,2.28
29,Birmingham,DFS Classic,6/10/2008,3,Outdoor,Grass,1st Round,3,Dellacqua C.,Ditty J.,41,99,643,331,7,6,6,2,,,2,0,Completed,1.22,4,1.2,4.25,1.22,4,1.211,5.35,1.23,4
29,Birmingham,DFS Classic,6/10/2008,3,Outdoor,Grass,1st Round,3,Dechy N.,Bremond S.,91,109,358,306,7,5,6,2,,,2,0,Completed,1.61,2.2,1.6,2.25,1.61,2.2,1.806,2.14,1.57,2.33
29,Birmingham,DFS Classic,6/10/2008,3,Outdoor,Grass,1st Round,3,Czink M.,King V.,124,88,284,365,6,2,7,6,,,2,0,Completed,2.1,1.66,2.1,1.7,2,1.72,2.37,1.68,2.04,1.74
29,Birmingham,DFS Classic,6/10/2008,3,Outdoor,Grass,1st Round,3,Stosur S.,Lisicki S.,162,76,193,430,6,3,6,4,,,2,0,Completed,1.57,2.25,1.7,2.1,1.66,2.1,1.641,2.46,1.64,2.2
29,Birmingham,DFS Classic,6/10/2008,3,Outdoor,Grass,2nd Round,3,South M.,Bammer S.,154,28,216,1012,6,3,7,5,,,2,0,Completed,3.5,1.28,3.1,1.35,3.25,1.33,3.65,1.351,3.1,1.35
29,Birmingham,DFS Classic,6/10/2008,3,Outdoor,Grass,2nd Round,3,Makarova E.,Kerber A.,62,118,482,288,6,7,7,5,7,5,2,1,Completed,1.61,2.2,1.53,2.4,1.53,2.37,1.637,2.47,1.65,2.18
29,Birmingham,DFS Classic,6/10/2008,3,Outdoor,Grass,2nd Round,3,Tanasugarn T.,Paszek T.,89,55,365,509,6,1,6,0,,,2,0,Completed,2,1.72,2.05,1.75,2.2,1.61,2.04,1.877,2.06,1.73
