WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
24,Strasbourg,Internationaux de Strasbourg,5/19/2009,International,Outdoor,Clay,1st Round,3,Beygelzimer Y.,Feuerstein C.,249,237,210,228,0,6,7,6,6,3,2,1,Completed,1.61,2.2,,,1.57,2.25,,,1.55,2.38
24,Strasbourg,Internationaux de Strasbourg,5/19/2009,International,Outdoor,Clay,1st Round,3,Coin J.,Vesnina E.,67,49,896,1303,6,4,6,2,,,2,0,Completed,4,1.22,4.25,1.2,3.75,1.25,,,4,1.23
24,Strasbourg,Internationaux de Strasbourg,5/19/2009,International,Outdoor,Clay,1st Round,3,Kudryavtseva A.,Dechy N.,74,63,832,962,6,0,6,7,6,3,2,1,Completed,2.37,1.53,2.3,1.6,2.37,1.53,,,2.35,1.57
24,Strasbourg,Internationaux de Strasbourg,5/19/2009,International,Outdoor,Clay,1st Round,3,Hradecka L.,Woehr J.,84,N/A,730,N/A,3,6,6,1,6,2,2,1,Completed,1.33,3.25,1.35,3.1,1.36,3,,,1.33,3.2
24,Strasbourg,Internationaux de Strasbourg,5/19/2009,International,Outdoor,Clay,1st Round,3,Kutuzova V.,Tanasugarn T.,115,51,566,1239,6,3,6,0,,,2,0,Completed,1.25,3.75,1.3,3.35,1.28,3.5,,,1.28,3.5
24,Strasbourg,Internationaux de Strasbourg,5/19/2009,International,Outdoor,Clay,1st Round,3,Foretz S.,Flipkens K.,103,99,628,642,6,1,2,6,6,2,2,1,Completed,1.72,2,1.7,2.1,1.72,2,,,1.77,2
24,Strasbourg,Internationaux de Strasbourg,5/19/2009,International,Outdoor,Clay,1st Round,3,Cohen Aloro S.,Johansson M.,127,66,520,904,4,6,6,4,6,1,2,1,Completed,2.2,1.61,,,2.2,1.61,,,2.18,1.65
24,Strasbourg,Internationaux de Strasbourg,5/20/2009,International,Outdoor,Clay,2nd Round,3,Rezai A.,Yakimova A.,79,64,775,953,6,4,6,1,,,2,0,Completed,1.33,3.25,1.35,3.1,1.36,3,,,1.36,3.05
24,Strasbourg,Internationaux de Strasbourg,5/20/2009,International,Outdoor,Clay,2nd Round,3,Morita A.,Coin J.,73,67,840,896,4,6,6,0,6,4,2,1,Completed,2.1,1.66,2.1,1.7,2.2,1.61,,,2.1,1.7
24,Strasbourg,Internationaux de Strasbourg,5/20/2009,International,Outdoor,Clay,2nd Round,3,Barrois K.,Medina Garrigues A.,76,18,795,2440,6,4,,,,,1,0,Retired,6,1.11,5.2,1.15,5,1.14,,,5.1,1.15
24,Strasbourg,Internationaux de Strasbourg,5/20/2009,International,Outdoor,Clay,2nd Round,3,Hradecka L.,Kudryavtseva A.,84,74,730,832,7,5,6,0,,,2,0,Completed,1.83,1.83,1.75,2.05,1.83,1.83,,,1.8,1.97
24,Strasbourg,Internationaux de Strasbourg,5/20/2009,International,Outdoor,Clay,2nd Round,3,Peng S.,Parmentier P.,32,77,1616,780,6,3,7,6,,,2,0,Completed,1.33,3.25,1.32,3.22,1.36,3,,,1.38,2.95
24,Strasbourg,Internationaux de Strasbourg,5/20/2009,International,Outdoor,Clay,2nd Round,3,Kutuzova V.,Foretz S.,115,103,566,628,3,6,6,3,6,2,2,1,Completed,1.5,2.5,1.5,2.55,1.53,2.37,,,1.53,2.44
24,Strasbourg,Internationaux de Strasbourg,5/20/2009,International,Outdoor,Clay,2nd Round,3,Niculescu M.,Beygelzimer Y.,59,249,999,210,5,7,6,0,6,4,2,1,Completed,1.4,2.75,,,1.36,3,,,1.37,3
24,Strasbourg,Internationaux de Strasbourg,5/20/2009,International,Outdoor,Clay,2nd Round,3,Cohen Aloro S.,Dulko G.,127,42,520,1389,4,6,7,6,6,4,2,1,Completed,4.33,1.2,3.89,1.23,4.33,1.2,,,4,1.23
24,Strasbourg,Internationaux de Strasbourg,5/21/2009,International,Outdoor,Clay,Quarterfinals,3,Morita A.,Peng S.,73,32,840,1616,7,5,6,2,,,2,0,Completed,3.75,1.25,3.46,1.28,3.75,1.25,,,3.4,1.3
24,Strasbourg,Internationaux de Strasbourg,5/21/2009,International,Outdoor,Clay,Quarterfinals,3,Hradecka L.,Barrois K.,84,76,730,795,6,3,7,6,,,2,0,Completed,1.57,2.25,1.65,2.15,1.61,2.2,,,1.62,2.25
24,Strasbourg,Internationaux de Strasbourg,5/21/2009,International,Outdoor,Clay,Quarterfinals,3,Kutuzova V.,Cohen Aloro S.,115,127,566,520,7,5,6,1,,,2,0,Completed,1.53,2.37,1.65,2.2,1.61,2.2,1.67,2.1,1.62,2.25
24,Strasbourg,Internationaux de Strasbourg,5/21/2009,International,Outdoor,Clay,Quarterfinals,3,Rezai A.,Niculescu M.,79,59,775,999,0,6,6,1,6,2,2,1,Completed,1.16,4.5,1.25,3.7,1.2,4.33,1.22,4,1.23,4
24,Strasbourg,Internationaux de Strasbourg,5/22/2009,International,Outdoor,Clay,Semifinals,3,Hradecka L.,Morita A.,84,73,730,840,6,0,1,0,,,1,0,Retired,1.9,1.8,1.87,1.87,2,1.72,2,1.727,2.04,1.75
24,Strasbourg,Internationaux de Strasbourg,5/22/2009,International,Outdoor,Clay,Semifinals,3,Rezai A.,Kutuzova V.,79,115,775,566,6,4,6,2,,,2,0,Completed,1.33,3.25,1.35,3.01,1.36,3,1.333,3,1.34,3.15
24,Strasbourg,Internationaux de Strasbourg,5/23/2009,International,Outdoor,Clay,The Final,3,Rezai A.,Hradecka L.,79,84,775,730,7,6,6,1,,,2,0,Completed,1.3,3.5,1.3,3.35,1.33,3.25,1.333,3,1.28,3.55
25,Warsaw,Warsaw Open,5/18/2009,Premier,Outdoor,Clay,1st Round,3,Keothavong A.,Mattek-Sands B.,56,45,1135,1356,6,2,7,6,,,2,0,Completed,2.5,1.5,2.35,1.55,2.25,1.571,2.38,1.53,2.52,1.5
25,Warsaw,Warsaw Open,5/18/2009,Premier,Outdoor,Clay,1st Round,3,Zheng J.,Govortsova O.,15,69,2687,864,4,6,7,6,6,3,2,1,Completed,1.16,4.5,1.17,4.67,1.167,4.5,1.2,4,1.18,4.6
25,Warsaw,Warsaw Open,5/18/2009,Premier,Outdoor,Clay,1st Round,3,Domachowska M.,Amanmuradova A.,92,100,682,638,6,2,6,1,,,2,0,Completed,1.4,2.75,1.45,2.6,1.533,2.375,1.4,2.75,1.5,2.52
25,Warsaw,Warsaw Open,5/18/2009,Premier,Outdoor,Clay,1st Round,3,Bondarenko K.,Pironkova T.,65,58,926,1004,7,5,6,2,,,2,0,Completed,1.72,2,1.67,2.12,1.8,1.909,1.73,2,1.75,2.03
25,Warsaw,Warsaw Open,5/18/2009,Premier,Outdoor,Clay,1st Round,3,Sharapova M.,Garbin T.,126,68,520,893,6,1,6,7,6,3,2,1,Completed,1.33,3.25,1.35,3.1,1.3,3.4,1.3,3.2,1.34,3.15
25,Warsaw,Warsaw Open,5/18/2009,Premier,Outdoor,Clay,1st Round,3,Goerges J.,Wozniak A.,87,24,713,1854,7,6,6,3,,,2,0,Completed,3.75,1.25,3.35,1.3,3.4,1.3,3.2,1.3,3.55,1.28
25,Warsaw,Warsaw Open,5/18/2009,Premier,Outdoor,Clay,1st Round,3,Bondarenko A.,Piter K.,39,449,1470,79,6,0,6,0,,,2,0,Completed,1.06,8,1.07,7.19,1.083,7,1.071,7,1.08,7.5
25,Warsaw,Warsaw Open,5/19/2009,Premier,Outdoor,Clay,1st Round,3,Errani S.,Arn G.,44,205,1373,278,6,2,1,6,7,6,2,1,Completed,1.4,2.75,1.42,2.75,,,1.4,2.75,,
25,Warsaw,Warsaw Open,5/19/2009,Premier,Outdoor,Clay,1st Round,3,Craybas J.,Gallovits E.,93,78,677,779,3,6,7,5,6,3,2,1,Completed,2.2,1.61,2.15,1.65,2.2,1.615,2.2,1.615,2.2,1.64
25,Warsaw,Warsaw Open,5/19/2009,Premier,Outdoor,Clay,1st Round,3,Olaru I.,Dokic J.,106,72,592,846,6,4,6,3,,,2,0,Completed,3,1.36,2.65,1.45,,,2.63,1.44,,
25,Warsaw,Warsaw Open,5/19/2009,Premier,Outdoor,Clay,1st Round,3,Hantuchova D.,Llagostera Vives N.,36,86,1484,728,3,6,6,3,6,3,2,1,Completed,1.16,4.5,1.25,3.75,1.222,4,1.222,3.75,1.23,4
25,Warsaw,Warsaw Open,5/19/2009,Premier,Outdoor,Clay,1st Round,3,Kustova D.,Tvaroskova L.,209,222,272,252,6,4,6,1,,,2,0,Completed,1.44,2.62,,,1.4,2.75,,,1.4,2.85
25,Warsaw,Warsaw Open,5/19/2009,Premier,Outdoor,Clay,1st Round,3,Dulgheru A.,Szatmari A.,201,333,283,131,6,3,6,4,,,2,0,Completed,1.3,3.4,,,1.3,3.4,,,1.28,3.5
25,Warsaw,Warsaw Open,5/19/2009,Premier,Outdoor,Clay,1st Round,3,Zakopalova K.,Czink M.,116,61,565,972,3,6,6,4,6,3,2,1,Completed,2.37,1.53,2.45,1.5,2.25,1.571,2.38,1.53,2.44,1.53
25,Warsaw,Warsaw Open,5/19/2009,Premier,Outdoor,Clay,1st Round,3,Radwanska U.,Koryttseva M.,81,90,758,694,6,3,3,6,6,3,2,1,Completed,2.2,1.61,2.38,1.55,2.2,1.61,2.1,1.67,2.22,1.63
25,Warsaw,Warsaw Open,5/19/2009,Premier,Outdoor,Clay,1st Round,3,Voskoboeva G.,Mayr P.,95,70,668,862,6,4,6,1,,,2,0,Completed,2.62,1.44,2.45,1.5,2.5,1.5,2.5,1.5,2.44,1.53
25,Warsaw,Warsaw Open,5/20/2009,Premier,Outdoor,Clay,2nd Round,3,Bondarenko A.,Domachowska M.,39,92,1470,682,6,3,6,1,,,2,0,Completed,1.25,3.75,1.28,3.46,1.286,3.5,1.286,3.25,1.28,3.5
25,Warsaw,Warsaw Open,5/20/2009,Premier,Outdoor,Clay,2nd Round,3,Dulgheru A.,Errani S.,201,44,283,1373,6,4,6,3,,,2,0,Completed,3.25,1.33,3.3,1.3,3,1.364,3.5,1.22,3.8,1.24
25,Warsaw,Warsaw Open,5/20/2009,Premier,Outdoor,Clay,2nd Round,3,Keothavong A.,Craybas J.,56,93,1135,677,3,6,6,3,6,1,2,1,Completed,1.66,2.1,1.7,2.1,1.667,2.1,1.667,2.1,1.7,2.1
25,Warsaw,Warsaw Open,5/20/2009,Premier,Outdoor,Clay,2nd Round,3,Sharapova M.,Kustova D.,126,209,520,272,6,2,6,0,,,2,0,Completed,1.05,9,1.06,8,1.071,7.5,1.04,10,1.08,7.5
25,Warsaw,Warsaw Open,5/20/2009,Premier,Outdoor,Clay,2nd Round,3,Voskoboeva G.,Bondarenko K.,95,65,668,926,6,4,7,6,,,2,0,Completed,3.25,1.33,3.4,1.3,3.25,1.333,2.875,1.364,3.1,1.35
25,Warsaw,Warsaw Open,5/20/2009,Premier,Outdoor,Clay,2nd Round,3,Zakopalova K.,Zheng J.,116,15,565,2687,6,0,6,4,,,2,0,Completed,3.75,1.25,3.75,1.25,3.75,1.25,,,3.5,1.28
25,Warsaw,Warsaw Open,5/20/2009,Premier,Outdoor,Clay,2nd Round,3,Hantuchova D.,Radwanska U.,36,81,1484,758,6,3,6,1,,,2,0,Completed,1.25,3.75,1.28,3.46,1.22,4,1.3,3.2,1.32,3.25
25,Warsaw,Warsaw Open,5/20/2009,Premier,Outdoor,Clay,2nd Round,3,Olaru I.,Goerges J.,106,87,592,713,6,3,0,6,7,6,2,1,Completed,2.2,1.61,2.3,1.6,2.2,1.615,2.2,1.62,2.16,1.66
25,Warsaw,Warsaw Open,5/21/2009,Premier,Outdoor,Clay,Quarterfinals,3,Keothavong A.,Olaru I.,56,106,1135,592,6,0,6,1,,,2,0,Completed,1.83,1.83,1.85,1.9,1.833,1.833,1.83,1.83,1.82,1.94
25,Warsaw,Warsaw Open,5/21/2009,Premier,Outdoor,Clay,Quarterfinals,3,Dulgheru A.,Voskoboeva G.,201,95,283,668,6,1,7,5,,,2,0,Completed,1.83,1.83,1.9,1.85,1.833,1.833,1.83,1.83,1.88,1.88
25,Warsaw,Warsaw Open,5/21/2009,Premier,Outdoor,Clay,Quarterfinals,3,Bondarenko A.,Sharapova M.,39,126,1470,520,6,2,6,2,,,2,0,Completed,2.25,1.57,2.15,1.65,2.2,1.615,2.1,1.73,2.04,1.74
25,Warsaw,Warsaw Open,5/21/2009,Premier,Outdoor,Clay,Quarterfinals,3,Hantuchova D.,Zakopalova K.,36,116,1484,565,6,3,4,6,6,4,2,1,Completed,1.3,3.4,1.32,3.22,1.3,3.4,1.333,3,1.32,3.25
25,Warsaw,Warsaw Open,5/22/2009,Premier,Outdoor,Clay,Semifinals,3,Dulgheru A.,Hantuchova D.,201,36,283,1484,6,4,6,7,6,1,2,1,Completed,4.33,1.2,4.1,1.22,4,1.22,4,1.222,4,1.23
25,Warsaw,Warsaw Open,5/22/2009,Premier,Outdoor,Clay,Semifinals,3,Bondarenko A.,Keothavong A.,39,56,1470,1135,6,2,7,5,,,2,0,Completed,1.16,4.5,1.2,4.25,1.222,4,1.2,4.333,1.24,3.9
25,Warsaw,Warsaw Open,5/23/2009,Premier,Outdoor,Clay,The Final,3,Dulgheru A.,Bondarenko A.,201,39,283,1470,7,6,3,6,6,0,2,1,Completed,5,1.16,4.45,1.18,4.333,1.2,4.5,1.17,4.35,1.2
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Li N.,Domachowska M.,25,92,1834,702,6,4,6,2,,,2,0,Completed,1.16,4.5,1.19,4.45,1.167,4.5,1.143,5,1.2,4.4
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Bacsinszky T.,Loit E.,127,117,532,555,4,6,6,4,6,1,2,1,Completed,2.2,1.61,2.2,1.65,2.1,1.66,2.2,1.62,2.14,1.68
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Diatchenko V.,Johansson M.,153,68,412,904,2,6,6,2,7,6,2,1,Completed,2.37,1.53,2.4,1.53,2.2,1.615,2.1,1.667,2.35,1.57
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Ivanovic A.,Errani S.,8,44,4892,1373,7,6,6,3,,,2,0,Completed,1.1,6.5,1.14,5,1.12,5.5,1.143,5,1.14,5.5
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Pavlyuchenkova A.,Olaru I.,27,88,1730,728,6,3,6,2,,,2,0,Completed,1.28,3.5,1.3,3.35,1.286,3.5,1.333,3,1.29,3.5
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Coin J.,Llagostera Vives N.,70,89,902,728,7,5,6,2,,,2,0,Completed,2.2,1.61,2.4,1.55,2.1,1.667,2.1,1.67,2.14,1.68
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Benesova I.,Goerges J.,35,84,1592,761,7,5,4,1,,,1,0,Retired,1.8,1.9,1.85,1.9,1.8,1.909,1.833,1.833,1.84,1.92
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Vesnina E.,Bremond S.,49,93,1303,697,6,3,6,3,,,2,0,Completed,1.2,4.33,1.2,4.25,1.25,3.75,1.222,3.75,1.17,4.8
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Shvedova Y.,Kanepi K.,98,18,663,2355,7,6,3,6,6,2,2,1,Completed,2.37,1.53,2.65,1.45,2.375,1.533,,,2.52,1.5
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Petrova N.,Embree L.,11,628,3840,38,6,1,6,2,,,2,0,Completed,1.02,12,1.04,9.25,1.02,11,1.04,10,1.03,12
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Rus A.,Sanchez O.,142,223,449,248,6,1,6,1,,,2,0,Completed,1.3,3.4,1.28,3.46,1.3,3.4,1.25,3.5,1.3,3.4
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Dulko G.,Paszek T.,42,61,1389,979,6,1,6,3,,,2,0,Completed,1.22,4,1.25,3.9,1.222,4,1.2,4,1.2,4.35
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Barrois K.,Salerni M.E.,74,486,849,67,3,6,6,1,6,2,2,1,Completed,1.36,3,1.37,2.92,1.364,3,1.29,3.25,1.37,3
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Azarenka V.,Vinci R.,9,54,4526,1179,6,4,6,2,,,2,0,Completed,1.14,5,1.15,5.2,1.143,5,1.17,4.5,1.15,5.2
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Kudryavtseva A.,Lepchenko V.,75,96,848,674,6,3,6,3,,,2,0,Completed,2.5,1.5,2.45,1.5,2.375,1.533,2.38,1.53,2.45,1.53
26,Paris,French Open,5/24/2009,Grand Slam,Outdoor,Clay,1st Round,3,Groenefeld A.L.,Mauresmo A.,51,16,1255,2664,6,4,6,3,,,2,0,Completed,4.5,1.16,4.5,1.2,4,1.222,3.75,1.222,4.35,1.2
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Safina D.,Keothavong A.,1,48,9801,1315,6,0,6,0,,,2,0,Completed,1.02,12,1.03,12,1.03,10,1.04,9,1.03,12
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Rezai A.,Sugiyama A.,57,37,1045,1491,6,3,6,2,,,2,0,Completed,1.25,3.75,1.28,3.46,1.3,3.4,1.25,3.5,1.28,3.55
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Hercog P.,Kleybanova A.,167,23,369,1920,6,2,4,6,6,1,2,1,Completed,2.62,1.44,2.6,1.45,2.75,1.4,,,2.68,1.45
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Flipkens K.,Foretz S.,101,103,642,640,6,1,4,6,6,4,2,1,Completed,2.75,1.4,2.6,1.45,2.5,1.5,2.88,1.36,2.52,1.5
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Tanasugarn T.,Pin C.,52,110,1239,587,6,3,5,7,7,5,2,1,Completed,2.5,1.5,2.65,1.45,2.375,1.533,2.63,1.44,2.45,1.53
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Szavay A.,Dentoni C.,31,157,1649,404,6,3,6,4,,,2,0,Completed,1.08,7,1.1,6.75,1.125,5.5,1.14,5,1.11,6.2
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Williams V.,Mattek-Sands B.,3,45,7237,1357,6,1,4,6,6,2,2,1,Completed,1.04,10,1.07,7.19,1.05,8.5,1.05,8,1.06,8.75
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Zheng J.,Cohen Aloro S.,15,118,2745,550,6,1,6,3,,,2,0,Completed,1.25,3.75,1.25,3.7,1.222,4,1.2,4,1.23,4
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Suarez Navarro C.,Gallovits E.,22,86,1946,741,6,1,6,4,,,2,0,Completed,1.14,5,1.17,4.67,1.167,4.5,1.222,3.75,1.18,4.6
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Larcherde Brito M.,South M.,132,121,509,543,0,6,7,6,7,5,2,1,Completed,1.16,4.5,1.2,4.25,1.25,3.75,1.2,4,1.17,4.8
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Safarova L.,Lisicki S.,46,39,1324,1461,6,2,1,6,6,1,2,1,Completed,2.37,1.53,2.15,1.65,2.25,1.571,2.38,1.53,2.28,1.6
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Cibulkova D.,Bondarenko A.,19,28,2345,1720,6,4,2,6,6,4,2,1,Completed,2.25,1.57,2.1,1.7,2.1,1.667,2,1.73,2.22,1.63
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Hradecka L.,Meusburger Y.,67,130,926,513,6,1,6,2,,,2,0,Completed,1.4,2.75,1.47,2.55,1.444,2.625,1.44,2.63,1.41,2.82
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Sharapova M.,Yakimova A.,102,64,640,967,3,6,6,1,6,2,2,1,Completed,1.28,3.5,1.3,3.5,1.3,3.4,1.25,3.5,1.32,3.25
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Dominguez Lino L.,Zahlavova Strycova B..,87,79,735,798,6,1,4,6,7,6,2,1,Completed,1.57,2.25,1.7,2.1,1.667,2.1,1.62,2.2,1.65,2.18
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Govortsova O.,O'Brien K.,78,113,802,582,6,1,6,1,,,2,0,Completed,1.36,3,,,1.4,2.75,1.36,2.88,1.37,3
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Glatch A.,Pennetta F.,116,14,560,3135,6,1,6,1,,,2,0,Completed,7.5,1.07,5.5,1.13,6.5,1.1,6,1.1,7,1.09
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Koryttseva M.,Mayr P.,94,72,694,856,6,1,6,1,,,2,0,Completed,1.66,2.1,1.8,1.95,1.833,1.833,1.83,1.83,1.72,2.08
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Bartoli M.,Parmentier P.,13,77,3189,808,3,6,6,1,6,3,2,1,Completed,1.12,5.5,1.17,4.65,1.143,5,1.13,5.5,1.17,4.8
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Duque Marino M.,Chakvetadze A.,124,26,537,1806,3,6,6,4,6,4,2,1,Completed,5,1.14,3.89,1.23,4.5,1.167,4,1.2,4.35,1.2
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Craybas J.,Pironkova T.,97,69,667,904,7,5,6,2,,,2,0,Completed,2.5,1.5,2.3,1.6,2.5,1.5,2.25,1.571,2.38,1.55
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Amanmuradova A.,Pavlovic I.,131,249,510,204,6,3,6,4,,,2,0,Completed,1.4,2.75,1.45,2.6,1.364,3,1.33,3,1.38,2.95
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Rogowska O.,Kirilenko M.,256,47,194,1323,6,4,6,4,,,2,0,Completed,7.5,1.07,6.75,1.1,7,1.083,7,1.071,7,1.09
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Bondarenko K.,Schnyder P.,60,17,984,2607,6,4,6,3,,,2,0,Completed,3.75,1.25,3.35,1.3,3.5,1.286,3.25,1.29,3.55,1.28
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Groth J.,Laisne K.,73,312,853,146,6,4,6,3,,,2,0,Completed,1.12,5.5,,,1.2,4.333,1.2,4,1.2,4.35
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Radwanska A.,De Los Rios R.,12,105,3411,621,6,3,6,1,,,2,0,Completed,1.04,10,1.04,9.25,1.05,8.5,1.05,8,1.05,9.5
26,Paris,French Open,5/25/2009,Grand Slam,Outdoor,Clay,1st Round,3,Garbin T.,Morita A.,71,66,893,960,7,5,7,5,,,2,0,Completed,1.66,2.1,1.64,2.16,1.72,2,1.73,2,1.7,2.1
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Jankovic J.,Cetkovska P.,5,85,6720,743,6,2,6,3,,,2,0,Completed,1.03,11,1.05,8.5,1.04,9,1.04,9,1.03,11.5
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Wozniak A.,Niculescu M.,24,58,1854,1025,6,4,4,6,6,3,2,1,Completed,1.57,2.25,1.55,2.35,1.571,2.25,1.5,2.5,1.55,2.4
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Kuznetsova S.,Feuerstein C.,7,236,5091,228,6,1,6,4,,,2,0,Completed,1.01,15,1.03,10.5,1.015,13,1.03,10,1.02,15
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Bammer S.,Dechy N.,29,65,1689,962,6,3,7,6,,,2,0,Completed,1.66,2.1,1.7,2.05,1.8,1.909,1.8,1.909,1.75,2.02
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Czink M.,Sevastova A.,62,123,972,538,3,6,6,4,6,1,2,1,Completed,1.53,2.37,1.55,2.4,1.533,2.375,1.5,2.5,1.57,2.34
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Martic P.,Santangelo M.,196,109,290,588,6,4,6,2,,,2,0,Completed,1.5,2.5,1.45,2.6,1.571,2.25,1.615,2.2,1.59,2.3
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Rybarikova M.,Mladenovic K.,53,338,1179,128,6,1,2,6,7,6,2,1,Completed,1.44,2.62,1.4,2.85,1.4,2.75,1.44,2.63,1.44,2.7
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Voskoboeva G.,Mirza S.,81,95,786,692,6,4,7,6,,,2,0,Completed,1.72,2,1.7,2.1,1.8,1.909,1.73,2,1.86,1.9
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Razzano V.,Hantuchova D.,36,33,1563,1624,6,3,6,3,,,2,0,Completed,2.25,1.57,2.3,1.6,2.1,1.66,2.1,1.67,2.36,1.56
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Wozniacki C.,Dushevina V.,10,55,4370,1168,4,6,7,5,6,1,2,1,Completed,1.06,8,1.07,7.19,1.1,6.5,1.22,3.75,1.07,8
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Ruano Pascual V.,Vaidisova N.,133,59,498,1017,6,4,6,3,,,2,0,Completed,2.75,1.4,2.62,1.45,3,1.364,3,1.33,2.85,1.4
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Wickmayer Y.,Radwanska U.,63,76,972,816,4,6,6,3,6,0,2,1,Completed,1.25,3.75,1.32,3.22,1.33,3.25,1.36,2.88,1.35,3.1
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Williams S.,Zakopalova K.,2,100,7838,655,6,3,6,7,6,4,2,1,Completed,1.14,5,1.17,4.67,1.143,5,,,1.18,4.6
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Dokic J.,Sprem K.,80,91,795,704,3,6,6,1,6,2,2,1,Completed,2.25,1.57,2.25,1.6,2.25,1.57,2.2,1.62,2.18,1.65
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Dementieva E.,Scheepers C.,4,149,6931,416,6,4,6,3,,,2,0,Completed,1.01,15,1.01,16,1.015,13,1.02,11,1.02,15
26,Paris,French Open,5/26/2009,Grand Slam,Outdoor,Clay,1st Round,3,Medina Garrigues A.,Makarova E.,20,38,2220,1478,6,2,5,7,6,0,2,1,Completed,1.53,2.37,1.65,2.2,1.533,2.375,1.533,2.375,1.57,2.34
