WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
29,Paris,French Open,5/29/2007,Grand Slam,Outdoor,Clay,1st Round,3,Bacsinszky T.,Zheng J.,125,52,254,480.75,7,6,6,0,,,2,0,Completed,2,1.72,1.9,1.85,2,1.75,2.11,1.826,1.88,1.88
29,Paris,French Open,5/29/2007,Grand Slam,Outdoor,Clay,1st Round,3,Bartoli M.,Rezai A.,21,43,981,541.5,6,2,6,4,,,2,0,Completed,1.22,4,1.22,4,1.91,1.83,2.06,1.862,1.25,3.8
29,Paris,French Open,5/29/2007,Grand Slam,Outdoor,Clay,1st Round,3,Bammer S.,Vinci R.,25,54,866,475,6,4,6,4,,,2,0,Completed,1.22,4,1.22,4,1.25,3.75,1.3,4.03,1.25,3.8
29,Paris,French Open,5/29/2007,Grand Slam,Outdoor,Clay,1st Round,3,Savchuk O.,Shvedova Y.,136,77,232.5,375,7,5,7,5,,,2,0,Completed,1.72,2,1.69,2.1,1.72,2.05,,,1.84,1.92
29,Paris,French Open,5/29/2007,Grand Slam,Outdoor,Clay,1st Round,3,Petkovic A.,Gajdosova J.,150,86,205.75,341.75,4,6,6,3,6,3,2,1,Completed,2,1.72,1.72,2.05,1.87,1.87,1.92,1.99,,
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Peer S.,Kanepi K.,17,55,1388,468.75,6,1,6,3,,,2,0,Completed,1.05,9,1.08,7,1.1,6.25,1.088,10.4,1.1,6.75
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Dushevina V.,Pin C.,81,75,368.75,386.25,6,4,6,4,,,2,0,Completed,1.39,2.75,1.5,2.5,1.45,2.65,1.493,2.83,1.48,2.58
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Srebotnik K.,Rodionova A.,20,66,1000,417.5,6,1,6,3,,,2,0,Completed,1.16,4.5,1.15,5,1.2,4.2,1.204,5.39,1.23,4
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Gallovits E.,Bardina V.,104,60,302,444.75,6,0,4,0,,,1,0,Retired,1.5,2.5,1.46,2.6,1.5,2.5,1.637,2.47,1.55,2.4
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Sharapova M.,Loit E.,2,41,3453,548.5,6,3,7,6,,,2,0,Completed,1.11,6,1.1,6.3,1.13,5.48,1.177,6.15,1.14,5.3
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Dechy N.,Wozniacki C.,46,106,526,293.5,6,2,6,7,6,0,2,1,Completed,1.44,2.62,1.48,2.55,1.5,2.5,1.515,2.79,1.44,2.7
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Kuznetsova S.,Bychkova E.,3,79,3032,372.25,6,0,6,3,,,2,0,Completed,1.02,12,1.05,9,1.04,9.25,1.035,22,1.03,12
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Sugiyama A.,Birnerova E.,26,83,847,353,6,3,6,4,,,2,0,Completed,1.19,4.33,1.24,3.8,1.22,4,1.22,5.15,1.19,4.5
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Ivanovic A.,Arvidsson S.,7,121,1906,262,6,2,6,0,,,2,0,Completed,1.03,11,1.05,9,1.05,8.5,1.042,19.53,1.04,11
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Szavay A.,Kremer A.,102,111,307.25,280,7,5,6,2,,,2,0,Completed,1.33,3.25,1.33,3.15,1.26,3.6,1.331,3.72,1.32,3.25
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Likhovtseva E.,Chan Y.J.,56,53,460,480,4,6,7,5,6,3,2,1,Completed,2.1,1.66,2.15,1.66,2.12,1.67,2.21,1.763,2.1,1.7
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Knapp K.,Azarenka V.,85,48,347.25,508.5,6,1,6,1,,,2,0,Completed,4,1.22,4.5,1.18,3.75,1.25,5.05,1.225,4.35,1.2
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Craybas J.,Dominguez Lino L.,73,59,390.5,447,6,1,2,6,6,4,2,1,Completed,3.25,1.33,2.9,1.38,3.05,1.35,3.2,1.417,3.2,1.33
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Medina Garrigues A.,Lepchenko V.,23,97,880,321,6,1,2,6,6,2,2,1,Completed,1.05,9,1.1,6.3,1.08,6.91,1.093,9.8,1.06,8.5
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Bondarenko A.,Benesova I.,24,82,874.5,362.5,6,0,6,1,,,2,0,Completed,1.11,6,1.13,5.4,1.15,5,1.141,7.38,1.13,5.6
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Shaughnessy M.,Myskina A.,61,51,434,481,6,1,6,0,,,2,0,Completed,1.44,2.62,1.45,2.65,1.5,2.5,1.592,2.59,1.47,2.6
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Chakvetadze A.,Molik A.,9,58,1866,452.75,6,2,6,3,,,2,0,Completed,1.07,7.5,1.1,6.3,1.08,6.91,1.1,9,1.1,6.75
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Poutchek T.,Fedossova Y.,101,115,307.5,271.5,6,3,6,2,,,2,0,Completed,1.83,1.83,1.75,2,1.8,1.95,1.885,2.03,1.82,1.94
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Safarova L.,Beygelzimer Y.,29,120,791,263.25,6,4,6,3,,,2,0,Completed,1.04,10,1.08,7,1.06,7.91,1.077,11.5,1.06,8.5
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Poutchkova O.,Daniilidou E.,35,42,601,544.5,7,5,0,6,6,3,2,1,Completed,2.5,1.5,2.4,1.53,2.4,1.53,2.52,1.617,2.4,1.54
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Hantuchova D.,Kostanic Tosic J.,13,76,1769,375.25,6,3,6,1,,,2,0,Completed,1.1,6.5,1.13,5.4,1.12,5.65,,,1.16,4.95
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Schnyder P.,Sucha M.,15,133,1525,239.5,2,6,6,1,6,2,2,1,Completed,1.03,11,1.06,8,1.04,9.25,1.045,18,1.06,8.5
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Pratt N.,Pennetta F.,45,67,530.75,415,7,6,6,2,,,2,0,Completed,4.5,1.16,3.7,1.25,4,1.22,4.68,1.245,4.1,1.22
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Kudryavtseva A.,Schruff J.,103,114,305.5,274.75,6,1,6,4,,,2,0,Completed,2,1.72,1.9,1.85,1.95,1.8,2.21,1.763,1.97,1.8
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Bondarenko K.,Ondraskova Z.,47,100,517.5,308.5,6,0,6,1,,,2,0,Completed,1.28,3.5,1.28,3.5,1.33,3.15,1.375,3.47,1.33,3.2
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Dulko G.,Hsieh S.W.,32,124,644.75,256.25,6,4,6,3,,,2,0,Completed,1.22,4,1.25,3.7,1.28,3.46,1.309,3.94,1.27,3.6
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Mirza S.,Brianti A.,50,87,488,333,6,1,6,1,,,2,0,Completed,1.61,2.2,1.69,2.1,1.72,2.05,1.781,2.18,1.77,2
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Muller M.,De Los Rios R.,36,199,592,144.75,6,4,6,4,,,2,0,Completed,1.53,2.37,1.6,2.25,1.55,2.35,1.676,2.38,1.6,2.28
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Olaru I.,Vakulenko J.,122,33,257.75,637,6,4,6,1,,,2,0,Completed,3,1.36,2.7,1.43,2.8,1.4,3.07,1.441,2.94,1.38
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Mauresmo A.,Granville L.,4,70,2801,403.5,6,0,7,5,,,2,0,Completed,1.03,11,1.03,11,1.04,9.25,1.04,21,1.05,10
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Tu M.,Oprandi R.,39,94,565.25,325,6,3,6,4,,,2,0,Completed,1.53,2.37,1.69,2.1,1.63,2.2,1.625,2.5,1.64,2.2
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,1st Round,3,Cibulkova D.,Sun T.T.,131,92,241.5,325.75,6,4,6,4,,,2,0,Completed,1.33,3.25,1.46,2.6,1.33,3.15,1.402,3.29,1.35,3.1
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Williams V.,Harkleroad A.,27,80,801,370,6,1,7,6,,,2,0,Completed,1.04,10,1.04,11,1.05,8.5,1.059,14.5,1.05,10
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Dementieva E.,Johansson M.,14,126,1740,252.5,7,5,7,5,,,2,0,Completed,1.03,11,1.06,9,1.05,8.5,1.047,17.5,1.05,10
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Santangelo M.,Tanasugarn T.,31,68,733,411.5,6,3,6,2,,,2,0,Completed,1.08,7,1.08,8,1.1,6.25,1.102,8.79,1.12,5.8
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Garbin T.,Llagostera Vives N.,22,267,921,96,6,4,6,3,,,2,0,Completed,1.33,3.25,1.28,3.5,,,,,1.35,3.1
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Bammer S.,Savchuk O.,25,136,866,232.5,6,0,6,3,,,2,0,Completed,1.22,4,1.3,3.35,1.26,3.6,1.314,3.88,1.23,4
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Krajicek M.,Perry S.,40,71,550,392,6,4,5,7,6,1,2,1,Completed,1.14,5,1.22,4,1.2,4.2,1.181,6.03,1.18,4.6
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Safina D.,Obziler T.,11,95,1798,325,6,1,6,0,,,2,0,Completed,1.04,10,1.08,8,1.06,7.91,1.07,12.75,1.04,11
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Schiavone F.,Bacsinszky T.,28,125,796,254,6,3,7,6,,,2,0,Completed,1.57,2.25,1.53,2.4,1.63,2.2,1.746,2.24,1.7,2.1
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Stosur S.,Kirilenko M.,30,44,767,541,6,1,3,6,7,5,2,1,Completed,1.44,2.62,1.48,2.55,1.5,2.5,1.588,2.6,1.45,2.65
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Bartoli M.,Petkovic A.,21,150,981,205.75,0,6,6,2,6,3,2,1,Completed,1.22,4,1.22,4,,,,,1.25,3.8
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Jankovic J.,Castano C.,5,99,2727,311.5,6,3,6,3,,,2,0,Completed,1.01,13,1.06,9,1.03,10,1.025,28.5,1.02,16
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Henin J.,Paszek T.,1,72,4119,391.75,7,5,6,1,,,2,0,Completed,1.02,12,1.03,11,1.02,13,1.024,30.56,1.03,12
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Cohen Aloro S.,Peschke K.,519,182,29.75,161,6,1,6,1,,,2,0,Completed,2.5,1.5,2.15,1.66,2.3,1.57,2.6,1.588,,
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Li N.,Parmentier P.,18,155,1286,198.5,6,3,3,6,6,4,2,1,Completed,1.08,7,1.09,7,1.1,6.25,1.116,8.36,1.12,5.8
29,Paris,French Open,5/30/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Vaidisova N.,Amanmuradova A.,10,210,1813,138,6,2,6,4,,,2,0,Completed,1.03,11,1.06,9,1.05,8.5,1.054,15.4,1.05,10
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Srebotnik K.,Dushevina V.,20,81,1000,368.75,6,4,6,2,,,2,0,Completed,1.5,2.5,1.53,2.4,1.5,2.5,1.552,2.71,1.57,2.33
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Schnyder P.,Bondarenko K.,15,47,1525,517.5,6,3,6,2,,,2,0,Completed,1.14,5,1.2,4.25,1.18,4.5,1.234,4.87,1.2,4.35
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Olaru I.,Poutchek T.,122,101,257.75,307.5,6,3,6,0,,,2,0,Completed,1.28,3.5,1.28,3.5,1.3,3.3,1.309,3.94,1.33,3.2
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Kudryavtseva A.,Dulko G.,103,32,305.5,644.75,7,5,1,6,8,6,2,1,Completed,3.25,1.33,3.15,1.33,3.3,1.3,3.31,1.398,3.5,1.28
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Sharapova M.,Craybas J.,2,73,3453,390.5,6,2,6,1,,,2,0,Completed,1.04,10,1.05,10,1.05,8.5,1.049,16.5,1.06,8.5
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Ivanovic A.,Mirza S.,7,50,1906,488,6,1,6,4,,,2,0,Completed,1.05,9,1.06,9,1.06,7.91,1.077,11.5,1.07,7.8
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Peer S.,Gallovits E.,17,104,1388,302,6,4,6,1,,,2,0,Completed,1.04,10,1.06,9,1.06,7.91,1.085,10.83,1.06,8.5
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Knapp K.,Bondarenko A.,85,24,347.25,874.5,6,4,2,6,6,3,2,1,Completed,6,1.11,5,1.15,5,1.15,5.98,1.182,5.3,1.14
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Williams S.,Sequera M.,8,69,1880,408,6,0,7,6,,,2,0,Completed,1.02,12,1.04,11,1.05,8.5,1.053,15.81,1.03,12
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Safarova L.,Pratt N.,29,45,791,530.75,6,0,6,1,,,2,0,Completed,1.06,8,1.08,8,1.07,7.27,1.13,8,1.12,5.8
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Mauresmo A.,Dechy N.,4,46,2801,526,6,3,6,7,6,1,2,1,Completed,1.08,7,1.1,6.3,1.12,5.65,1.143,7.31,1.12,5.9
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Sugiyama A.,Tu M.,26,39,847,565.25,6,3,1,6,6,1,2,1,Completed,1.8,1.9,1.95,1.8,1.75,2,1.935,1.971,1.92,1.84
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Cibulkova D.,Muller M.,131,36,241.5,592,6,3,6,2,,,2,0,Completed,1.8,1.9,1.8,1.95,1.87,1.87,1.87,2.05,1.8,1.96
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Kuznetsova S.,Shaughnessy M.,3,61,3032,434,7,6,6,3,,,2,0,Completed,1.03,11,1.05,10,1.04,9.5,1.044,18.5,1.05,10
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Chakvetadze A.,Szavay A.,9,102,1866,307.25,6,4,6,7,6,4,2,1,Completed,1.16,4.5,1.2,4.25,1.2,4.25,1.182,5.98,1.23,4
29,Paris,French Open,5/31/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Medina Garrigues A.,Likhovtseva E.,23,56,880,460,7,5,6,4,,,2,0,Completed,1.12,5.5,1.18,4.5,1.18,4.5,1.2,5.51,1.21,4.2
29,Paris,French Open,6/1/2007,Grand Slam,Outdoor,Clay,2nd Round,3,Hantuchova D.,Poutchkova O.,13,35,1769,601,7,6,6,3,,,2,0,Completed,1.07,7.5,1.1,6.3,1.1,6.25,1.119,8.6,1.12,5.8
29,Paris,French Open,6/1/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Jankovic J.,Williams V.,5,27,2727,801,6,4,4,6,6,1,2,1,Completed,1.36,3,1.38,2.9,1.36,3,1.4,3.3,1.37,3
29,Paris,French Open,6/1/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Garbin T.,Cohen Aloro S.,22,519,921,29.75,6,3,6,0,,,2,0,Completed,1.16,4.5,1.2,4.25,1.18,4.5,1.227,5,1.2,4.35
29,Paris,French Open,6/1/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Vaidisova N.,Stosur S.,10,30,1813,767,6,4,6,4,,,2,0,Completed,1.25,3.75,1.3,3.35,1.3,3.3,1.31,3.93,1.32,3.25
29,Paris,French Open,6/1/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Bammer S.,Li N.,25,18,866,1286,6,4,6,3,,,2,0,Completed,1.72,2,1.8,1.95,1.75,2,1.962,1.943,1.82,1.94
29,Paris,French Open,6/1/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Bartoli M.,Dementieva E.,21,14,981,1740,6,2,6,4,,,2,0,Completed,2.75,1.4,2.6,1.46,2.8,1.4,2.98,1.459,2.52,1.5
29,Paris,French Open,6/1/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Henin J.,Santangelo M.,1,31,4119,733,6,2,6,3,,,2,0,Completed,1.02,12,1.03,12,1.03,11,1.029,26,1.04,11
29,Paris,French Open,6/1/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Williams S.,Krajicek M.,8,40,1880,550,6,3,6,4,,,2,0,Completed,1.06,8,1.1,6.3,1.08,6.91,1.132,7.85,1.1,6.75
29,Paris,French Open,6/1/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Safina D.,Schiavone F.,11,28,1798,796,3,6,6,3,6,1,2,1,Completed,1.28,3.5,1.3,3.35,1.28,3.46,1.333,3.7,1.3,3.4
29,Paris,French Open,6/2/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Kuznetsova S.,Cibulkova D.,3,131,3032,241.5,6,2,6,3,,,2,0,Completed,1.04,10,1.07,9,1.05,8.5,1.05,16,1.07,8.5
29,Paris,French Open,6/2/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Schnyder P.,Knapp K.,15,85,1525,347.25,6,1,4,6,7,5,2,1,Completed,1.08,7,1.08,8,1.1,6.25,1.111,8.75,1.1,6.5
29,Paris,French Open,6/2/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Sharapova M.,Kudryavtseva A.,2,103,3453,305.5,6,1,6,4,,,2,0,Completed,1.04,10,1.07,8,1.05,8.5,1.05,16,1.06,9
29,Paris,French Open,6/2/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Ivanovic A.,Olaru I.,7,122,1906,257.75,6,2,6,0,,,2,0,Completed,1.04,10,1.07,8,1.05,8.5,1.061,14.3,1.05,10
29,Paris,French Open,6/2/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Chakvetadze A.,Sugiyama A.,9,26,1866,847,6,4,6,4,,,2,0,Completed,1.2,4.33,1.22,4,1.25,3.75,1.265,4.47,1.25,3.8
29,Paris,French Open,6/2/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Peer S.,Srebotnik K.,17,20,1388,1000,6,1,4,6,6,3,2,1,Completed,1.28,3.5,1.28,3.5,1.33,3.15,1.372,3.49,1.23,4
29,Paris,French Open,6/2/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Medina Garrigues A.,Hantuchova D.,23,13,880,1769,4,6,7,6,7,5,2,1,Completed,2,1.72,2,1.75,1.95,1.8,2.01,1.901,1.94,1.82
29,Paris,French Open,6/2/2007,Grand Slam,Outdoor,Clay,3rd Round,3,Safarova L.,Mauresmo A.,29,4,791,2801,6,3,7,6,,,2,0,Completed,2.5,1.5,2.4,1.53,2.5,1.5,2.61,1.585,2.5,1.5
29,Paris,French Open,6/3/2007,Grand Slam,Outdoor,Clay,4th Round,3,Williams S.,Safina D.,8,11,1880,1798,6,2,6,3,,,2,0,Completed,1.22,4,1.26,3.65,1.22,4,1.3,4.03,1.23,4
29,Paris,French Open,6/3/2007,Grand Slam,Outdoor,Clay,4th Round,3,Vaidisova N.,Garbin T.,10,22,1813,921,6,3,6,1,,,2,0,Completed,1.2,4.33,1.23,3.9,1.18,4.5,1.239,4.79,1.22,4.1
29,Paris,French Open,6/3/2007,Grand Slam,Outdoor,Clay,4th Round,3,Kuznetsova S.,Peer S.,3,17,3032,1388,6,4,6,3,,,2,0,Completed,1.36,3,1.38,2.9,1.33,3.15,1.372,3.49,1.42,2.8
29,Paris,French Open,6/3/2007,Grand Slam,Outdoor,Clay,4th Round,3,Henin J.,Bammer S.,1,25,4119,866,6,2,6,4,,,2,0,Completed,1.04,10,1.05,9.5,1.04,9.25,1.056,15,1.06,8.5
29,Paris,French Open,6/3/2007,Grand Slam,Outdoor,Clay,4th Round,3,Ivanovic A.,Medina Garrigues A.,7,23,1906,880,6,3,3,6,6,3,2,1,Completed,1.25,3.75,1.25,3.7,1.25,3.75,1.316,3.86,1.3,3.4
29,Paris,French Open,6/3/2007,Grand Slam,Outdoor,Clay,4th Round,3,Jankovic J.,Bartoli M.,5,21,2727,981,6,1,6,1,,,2,0,Completed,1.06,8,1.09,6.8,1.07,7.27,1.091,10,1.08,7.4
29,Paris,French Open,6/3/2007,Grand Slam,Outdoor,Clay,4th Round,3,Chakvetadze A.,Safarova L.,9,29,1866,791,6,4,0,6,6,2,2,1,Completed,2.25,1.57,2.2,1.63,2.4,1.53,2.5,1.625,2.22,1.63
29,Paris,French Open,6/3/2007,Grand Slam,Outdoor,Clay,4th Round,3,Sharapova M.,Schnyder P.,2,15,3453,1525,3,6,6,4,9,7,2,1,Completed,1.53,2.37,1.51,2.45,1.53,2.4,1.581,2.62,1.6,2.26
29,Paris,French Open,6/5/2007,Grand Slam,Outdoor,Clay,Quarterfinals,3,Ivanovic A.,Kuznetsova S.,7,3,1906,3032,6,0,3,6,6,1,2,1,Completed,2.62,1.5,2.4,1.53,2.65,1.45,2.89,1.478,2.46,1.52
29,Paris,French Open,6/5/2007,Grand Slam,Outdoor,Clay,Quarterfinals,3,Jankovic J.,Vaidisova N.,5,10,2727,1813,6,3,7,5,,,2,0,Completed,1.28,3.75,1.25,3.7,1.28,3.46,1.328,3.75,1.3,3.45
29,Paris,French Open,6/5/2007,Grand Slam,Outdoor,Clay,Quarterfinals,3,Sharapova M.,Chakvetadze A.,2,9,3453,1866,6,3,6,4,,,2,0,Completed,1.44,2.75,1.46,2.6,1.42,2.75,1.546,2.73,1.45,2.75
29,Paris,French Open,6/5/2007,Grand Slam,Outdoor,Clay,Quarterfinals,3,Henin J.,Williams S.,1,8,4119,1880,6,4,6,3,,,2,0,Completed,1.44,2.75,1.55,2.35,1.45,2.65,1.476,2.9,1.58,2.33
29,Paris,French Open,6/7/2007,Grand Slam,Outdoor,Clay,Semifinals,3,Ivanovic A.,Sharapova M.,7,2,1906,3453,6,2,6,1,,,2,0,Completed,2.05,1.75,1.95,1.85,2.05,1.75,2.05,1.87,2.05,1.75
29,Paris,French Open,6/7/2007,Grand Slam,Outdoor,Clay,Semifinals,3,Henin J.,Jankovic J.,1,5,4119,2727,6,2,6,2,,,2,0,Completed,1.33,3.39,1.36,3.15,1.3,3.5,1.366,3.53,1.33,3.25
29,Paris,French Open,6/9/2007,Grand Slam,Outdoor,Clay,The Final,3,Henin J.,Ivanovic A.,1,7,4119,1906,6,1,6,2,,,2,0,Completed,1.16,5,1.2,4.4,1.18,4.87,1.206,5.46,1.18,4.85
30,Barcelona,Barcelona KIA,6/11/2007,4,Outdoor,Clay,1st Round,3,Loit E.,Bacsinszky T.,48,89,512.5,345,7,5,6,3,,,2,0,Completed,1.61,2.2,1.63,2.2,1.63,2.2,1.735,2.26,1.65,2.18
30,Barcelona,Barcelona KIA,6/11/2007,4,Outdoor,Clay,1st Round,3,Schiavone F.,Oprandi R.,29,122,790,264.5,6,2,,,,,1,0,Retired,1.25,3.75,1.3,3.35,1.22,4,1.244,4.7,1.23,4
30,Barcelona,Barcelona KIA,6/11/2007,4,Outdoor,Clay,1st Round,3,Malek T.,Benesova I.,95,93,326.25,326.5,5,2,,,,,0,0,Retired,1.72,2,1.66,2.15,1.63,2.2,1.714,2.3,1.65,2.18
30,Barcelona,Barcelona KIA,6/11/2007,4,Outdoor,Clay,1st Round,3,Shaughnessy M.,Llagostera Vives N.,49,191,492,156,6,3,6,4,,,2,0,Completed,1.5,2.5,1.5,2.5,1.5,2.5,1.556,2.7,1.53,2.44
30,Barcelona,Barcelona KIA,6/12/2007,4,Outdoor,Clay,1st Round,3,Kanepi K.,Knapp K.,63,64,428,427.75,6,2,7,6,,,2,0,Completed,2.25,1.57,2.3,1.58,2.3,1.57,2.61,1.585,2.33,1.57
30,Barcelona,Barcelona KIA,6/12/2007,4,Outdoor,Clay,1st Round,3,Pennetta F.,Martinez Granados C.,87,281,355,89,6,2,6,3,,,2,0,Completed,1.33,3.25,1.33,3.15,1.33,3.15,1.313,3.9,1.29,3.45
30,Barcelona,Barcelona KIA,6/12/2007,4,Outdoor,Clay,1st Round,3,Pin C.,Kostanic Tosic J.,77,80,386.25,375.25,6,1,6,1,,,2,0,Completed,2,1.72,1.87,1.87,1.87,1.87,2.11,1.826,1.96,1.8
30,Barcelona,Barcelona KIA,6/12/2007,4,Outdoor,Clay,1st Round,3,Salerni M.E.,Dzehalevich E.,162,182,186.75,162,6,3,7,5,,,2,0,Completed,1.44,2.62,1.43,2.7,1.53,2.4,1.588,2.6,,
30,Barcelona,Barcelona KIA,6/12/2007,4,Outdoor,Clay,1st Round,3,Razzano V.,Schruff J.,62,115,433,274.75,7,6,3,6,6,0,2,1,Completed,1.5,2.5,1.5,2.5,1.53,2.4,1.575,2.64,1.55,2.38
30,Barcelona,Barcelona KIA,6/12/2007,4,Outdoor,Clay,1st Round,3,Szavay A.,Poutchek T.,82,88,373.25,352.5,6,3,7,5,,,2,0,Completed,1.28,3.5,1.24,3.8,1.25,3.75,1.287,4.18,1.28,3.5
30,Barcelona,Barcelona KIA,6/12/2007,4,Outdoor,Clay,1st Round,3,Czink M.,Castano C.,143,92,221.5,333.5,6,2,6,3,,,2,0,Completed,3.5,1.28,3.7,1.25,3.3,1.3,3.66,1.338,3.5,1.28
30,Barcelona,Barcelona KIA,6/12/2007,4,Outdoor,Clay,1st Round,3,Pous Tio L.,Kloesel S.,135,103,236.5,301.5,6,3,7,6,,,2,0,Completed,1.53,2.37,1.5,2.5,1.5,2.5,1.562,2.68,1.55,2.38
