ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
34,Nottingham,Nottingham Open,6/17/03,International,Outdoor,Grass,1st Round,3,Rusedski G.,Nieminen J.,68,32,6,4,6,4,,,,,,,2,0,Completed,1.25,3.5,1.33,3.15,1.35,2.5,1.286,3.25,,
34,Nottingham,Nottingham Open,6/17/03,International,Outdoor,Grass,1st Round,3,Rochus O.,Labadze I.,67,102,6,0,4,1,,,,,,,1,0,Retired,1.571,2.25,1.6,2.25,1.55,2,1.727,2,,
34,Nottingham,Nottingham Open,6/17/03,International,Outdoor,Grass,1st Round,3,Bjorkman J.,Youzhny M.,63,25,6,2,6,0,,,,,,,2,0,Completed,2.5,1.5,2.3,1.58,2,1.55,2.375,1.533,,
34,Nottingham,Nottingham Open,6/18/03,International,Outdoor,Grass,2nd Round,3,Arazi H.,Mirnyi M.,97,43,7,6,6,2,,,,,,,2,0,Completed,2.5,1.5,2.55,1.47,2.3,1.4,2.875,1.364,,
34,Nottingham,Nottingham Open,6/18/03,International,Outdoor,Grass,2nd Round,3,Popp A.,Sa A.,231,84,7,6,3,6,6,3,,,,,2,1,Completed,1.667,2.1,1.68,2.1,1.7,1.8,1.667,2.1,,
34,Nottingham,Nottingham Open,6/18/03,International,Outdoor,Grass,2nd Round,3,Rusedski G.,Rochus O.,68,67,6,4,6,1,,,,,,,2,0,Completed,1.25,3.75,1.2,4.25,1.2,3.3,1.2,4,,
34,Nottingham,Nottingham Open,6/18/03,International,Outdoor,Grass,2nd Round,3,Bjorkman J.,Parmar A.,63,180,7,6,6,2,,,,,,,2,0,Completed,1.25,3.75,1.28,3.45,1.25,3,1.222,3.75,,
34,Nottingham,Nottingham Open,6/18/03,International,Outdoor,Grass,2nd Round,3,Arthurs W.,El Aynaoui Y.,64,22,6,4,7,6,,,,,,,2,0,Completed,1.909,1.8,1.87,1.87,1.65,1.85,1.833,1.833,,
34,Nottingham,Nottingham Open,6/18/03,International,Outdoor,Grass,2nd Round,3,Fish M.,Kratochvil M.,49,90,6,3,6,4,,,,,,,2,0,Completed,1.727,2,1.75,2,1.75,1.75,1.727,2,,
34,Nottingham,Nottingham Open,6/18/03,International,Outdoor,Grass,2nd Round,3,Dent T.,Zimonjic N.,40,610,7,6,6,4,,,,,,,2,0,Completed,1.14,5,1.12,5.75,1.2,3.3,1.143,5,,
34,Nottingham,Nottingham Open,6/18/03,International,Outdoor,Grass,2nd Round,3,Voltchkov V.,Bogdanovic A.,66,350,6,4,6,2,,,,,,,2,0,Completed,1.8,1.909,1.75,2,1.75,1.75,1.833,1.833,,
34,Nottingham,Nottingham Open,6/19/03,International,Outdoor,Grass,Quarterfinals,3,Fish M.,Popp A.,49,231,4,6,7,6,6,4,,,,,2,1,Completed,1.444,2.625,1.49,2.5,1.4,2.3,1.444,2.625,,
34,Nottingham,Nottingham Open,6/19/03,International,Outdoor,Grass,Quarterfinals,3,Arazi H.,Arthurs W.,97,64,6,4,6,3,,,,,,,2,0,Completed,2.625,1.444,2.8,1.4,2.2,1.45,2.625,1.444,,
34,Nottingham,Nottingham Open,6/19/03,International,Outdoor,Grass,Quarterfinals,3,Rusedski G.,Voltchkov V.,68,66,4,6,7,6,7,6,,,,,2,1,Completed,1.333,3.25,1.27,3.55,1.3,2.7,1.333,3,,
34,Nottingham,Nottingham Open,6/19/03,International,Outdoor,Grass,Quarterfinals,3,Bjorkman J.,Dent T.,63,40,,,,,,,,,,,0,0,Walkover,2,1.727,1.9,1.85,2,1.55,1.833,1.833,,
34,Nottingham,Nottingham Open,6/20/03,International,Outdoor,Grass,Semifinals,3,Rusedski G.,Arazi H.,68,97,7,5,7,5,,,,,,,2,0,Completed,1.333,3.25,1.38,2.9,1.3,2.7,1.333,3,,
34,Nottingham,Nottingham Open,6/20/03,International,Outdoor,Grass,Semifinals,3,Fish M.,Bjorkman J.,49,63,6,7,6,3,6,4,,,,,2,1,Completed,2.25,1.571,2.5,1.5,2,1.55,2.25,1.571,,
34,Nottingham,Nottingham Open,6/21/03,International,Outdoor,Grass,The Final,3,Rusedski G.,Fish M.,68,49,6,3,6,2,,,,,,,2,0,Completed,1.4,2.75,,,1.35,2.5,,,,
35,'s-Hertogenbosch,Ordina Open,6/16/03,International,Outdoor,Grass,1st Round,3,Rochus C.,Ancic M.,91,69,6,2,6,3,,,,,,,2,0,Completed,3.75,1.222,4.5,1.18,3.8,1.15,4.5,1.16,,
35,'s-Hertogenbosch,Ordina Open,6/16/03,International,Outdoor,Grass,1st Round,3,Carlsen K.,Allegro Y.,83,210,6,4,6,3,,,,,,,2,0,Completed,1.444,2.625,1.42,2.75,1.3,2.7,,,,
35,'s-Hertogenbosch,Ordina Open,6/16/03,International,Outdoor,Grass,1st Round,3,Schalken S.,Portas A.,12,85,6,2,6,2,,,,,,,2,0,Completed,1.111,6,1.1,6.25,1.1,4.5,1.125,5.5,,
35,'s-Hertogenbosch,Ordina Open,6/16/03,International,Outdoor,Grass,1st Round,3,Srichaphan P.,Logtens P.,11,557,6,4,4,6,6,4,,,,,2,1,Completed,1.2,4,1.18,4.5,1.1,4.5,,,,
35,'s-Hertogenbosch,Ordina Open,6/16/03,International,Outdoor,Grass,1st Round,3,Robredo T.,Moser F.,21,352,5,7,7,6,6,2,,,,,2,1,Completed,,,,,,,,,,
35,'s-Hertogenbosch,Ordina Open,6/16/03,International,Outdoor,Grass,1st Round,3,Vicente F.,Sanguinetti D.,59,89,0,6,7,6,6,2,,,,,2,1,Completed,2.5,1.5,2.25,1.6,2.3,1.4,2.375,1.533,,
35,'s-Hertogenbosch,Ordina Open,6/16/03,International,Outdoor,Grass,1st Round,3,van Scheppingen D.,Lopez F.,144,53,3,6,6,4,6,3,,,,,2,1,Completed,3.75,1.222,3.7,1.25,2.7,1.3,3.5,1.25,,
35,'s-Hertogenbosch,Ordina Open,6/16/03,International,Outdoor,Grass,1st Round,3,Sluiter R.,Beck K.,78,76,6,3,7,5,,,,,,,2,0,Completed,1.444,2.625,1.35,3,1.25,3,1.4,2.75,,
35,'s-Hertogenbosch,Ordina Open,6/17/03,International,Outdoor,Grass,1st Round,3,Clement A.,Hemmes F.,30,254,6,2,6,3,,,,,,,2,0,Completed,1.05,8.5,1.06,8,1.05,5,,,,
35,'s-Hertogenbosch,Ordina Open,6/17/03,International,Outdoor,Grass,1st Round,3,Mutis O.,Krajicek R.,79,72,6,4,7,6,,,,,,,2,0,Completed,5,1.143,6.25,1.1,3.8,1.15,5.5,1.125,,
35,'s-Hertogenbosch,Ordina Open,6/17/03,International,Outdoor,Grass,1st Round,3,Grosjean S.,Petzschner P.,14,344,6,2,5,7,6,3,,,,,2,1,Completed,1.063,8,1.08,6.85,1.1,4.5,,,,
35,'s-Hertogenbosch,Ordina Open,6/17/03,International,Outdoor,Grass,1st Round,3,Vacek J.,Dupuis A.,103,75,7,6,6,3,,,,,,,2,0,Completed,2.375,1.533,2.25,1.6,2.5,1.35,2.2,1.61,,
35,'s-Hertogenbosch,Ordina Open,6/17/03,International,Outdoor,Grass,1st Round,3,Cermak F.,Kiefer N.,362,73,6,3,,,,,,,,,1,0,Retired,5,1.143,4.75,1.16,4.5,1.1,,,,
35,'s-Hertogenbosch,Ordina Open,6/17/03,International,Outdoor,Grass,1st Round,3,Novak J.,Melzer J.,10,99,6,1,6,3,,,,,,,2,0,Completed,1.333,3,1.22,3.95,1.2,3.3,1.286,3.25,,
35,'s-Hertogenbosch,Ordina Open,6/17/03,International,Outdoor,Grass,1st Round,3,van Lottum J.,Acasuso J.,92,46,6,3,6,2,,,,,,,2,0,Completed,1.4,2.75,1.33,3.15,1.35,2.5,1.364,2.875,,
35,'s-Hertogenbosch,Ordina Open,6/17/03,International,Outdoor,Grass,1st Round,3,Burgsmuller L.,Verkerk M.,88,16,3,6,6,4,7,6,,,,,2,1,Completed,3.5,1.25,3.5,1.27,3.3,1.2,3.5,1.25,,
35,'s-Hertogenbosch,Ordina Open,6/18/03,International,Outdoor,Grass,2nd Round,3,Robredo T.,Carlsen K.,21,83,6,4,2,6,6,3,,,,,2,1,Completed,1.533,2.375,1.62,2.2,1.6,1.9,1.571,2.25,,
35,'s-Hertogenbosch,Ordina Open,6/18/03,International,Outdoor,Grass,2nd Round,3,Sluiter R.,Srichaphan P.,78,11,7,5,6,4,,,,,,,2,0,Completed,1.667,2.1,1.63,2.2,1.55,2,1.571,2.25,,
35,'s-Hertogenbosch,Ordina Open,6/18/03,International,Outdoor,Grass,2nd Round,3,van Lottum J.,Cermak F.,92,362,6,4,6,3,,,,,,,2,0,Completed,1.444,2.625,1.45,2.65,1.45,2.2,1.444,2.625,,
35,'s-Hertogenbosch,Ordina Open,6/18/03,International,Outdoor,Grass,2nd Round,3,Schalken S.,Rochus C.,12,91,6,0,6,0,,,,,,,2,0,Completed,1.222,4,1.18,4.5,1.15,3.8,1.143,5,,
35,'s-Hertogenbosch,Ordina Open,6/19/03,International,Outdoor,Grass,2nd Round,3,Vicente F.,Burgsmuller L.,59,88,4,6,6,4,6,4,,,,,2,1,Completed,1.727,2,1.8,1.95,1.75,1.75,1.833,1.833,,
35,'s-Hertogenbosch,Ordina Open,6/19/03,International,Outdoor,Grass,2nd Round,3,Clement A.,van Scheppingen D.,30,144,7,6,6,7,6,3,,,,,2,1,Completed,1.167,4.5,1.2,4.25,1.2,3.3,1.167,4.5,,
35,'s-Hertogenbosch,Ordina Open,6/19/03,International,Outdoor,Grass,2nd Round,3,Novak J.,Mutis O.,10,79,6,2,6,4,,,,,,,2,0,Completed,1.286,3.5,1.24,3.8,1.25,3,1.222,3.75,,
35,'s-Hertogenbosch,Ordina Open,6/19/03,International,Outdoor,Grass,2nd Round,3,Vacek J.,Grosjean S.,103,14,6,4,3,6,6,2,,,,,2,1,Completed,3.5,1.286,3.45,1.28,3,1.25,3.25,1.286,,
35,'s-Hertogenbosch,Ordina Open,6/20/03,International,Outdoor,Grass,Quarterfinals,3,Clement A.,Vicente F.,30,59,4,6,6,3,6,0,,,,,2,1,Completed,1.364,3,1.3,3.35,1.25,3,1.364,2.875,,
35,'s-Hertogenbosch,Ordina Open,6/20/03,International,Outdoor,Grass,Quarterfinals,3,Schalken S.,Robredo T.,12,21,7,5,6,4,,,,,,,2,0,Completed,1.4,2.75,1.36,3,1.35,2.5,1.333,3,,
35,'s-Hertogenbosch,Ordina Open,6/20/03,International,Outdoor,Grass,Quarterfinals,3,Vacek J.,Novak J.,103,10,6,4,6,4,,,,,,,2,0,Completed,2.625,1.444,2.6,1.46,2.2,1.45,2.625,1.444,,
35,'s-Hertogenbosch,Ordina Open,6/20/03,International,Outdoor,Grass,Quarterfinals,3,Sluiter R.,van Lottum J.,78,92,6,4,7,5,,,,,,,2,0,Completed,1.444,2.625,1.4,2.8,1.45,2.2,1.333,3,,
35,'s-Hertogenbosch,Ordina Open,6/21/03,International,Outdoor,Grass,Semifinals,3,Schalken S.,Sluiter R.,12,78,6,3,6,4,,,,,,,2,0,Completed,,,,,1.45,2.2,,,,
35,'s-Hertogenbosch,Ordina Open,6/21/03,International,Outdoor,Grass,Semifinals,3,Clement A.,Vacek J.,30,103,6,3,6,4,,,,,,,2,0,Completed,1.444,2.625,,,1.4,2.3,,,,
35,'s-Hertogenbosch,Ordina Open,6/22/03,International,Outdoor,Grass,The Final,3,Schalken S.,Clement A.,12,30,6,3,6,4,,,,,,,2,0,Completed,1.444,2.625,1.4,2.8,1.45,2.2,1.286,3.25,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Srichaphan P.,Hrbaty D.,11,66,6,3,6,4,4,6,3,6,6,3,3,2,Completed,1.4,2.75,1.38,3,1.3,2.7,1.364,2.875,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Schuettler R.,Kratochvil M.,8,101,6,3,6,4,6,7,7,5,,,3,1,Completed,1.533,2.375,1.63,2.25,1.4,2.3,1.571,2.25,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Mirnyi M.,Spadea V.,43,33,6,2,6,4,6,4,,,,,3,0,Completed,1.444,2.625,1.48,2.6,1.35,2.5,1.4,2.75,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Nadal R.,Ancic M.,76,68,6,3,6,4,4,6,6,4,,,3,1,Completed,4,1.222,4.65,1.18,3.8,1.15,4.5,1.16,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Lopez F.,Kendrick R.,52,130,6,3,6,4,7,6,,,,,3,0,Completed,1.333,3.25,1.33,3.25,1.25,3,1.28,3.25,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Childs L.,Davydenko N.,489,35,2,6,7,6,1,6,7,6,6,2,3,2,Completed,2.75,1.4,2.8,1.42,2.7,1.3,2.62,1.44,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Saretta F.,Mackin A.,60,356,6,2,6,4,6,2,,,,,3,0,Completed,1.167,4.5,1.16,5,1.15,3.8,1.12,5.5,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Calleri A.,Voinea A.,18,113,6,2,7,5,1,0,,,,,2,0,Retired,1.833,1.833,2.05,1.75,1.85,1.65,1.833,1.833,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Vahaly B.,Volandri F.,81,69,2,6,6,1,6,4,6,4,,,3,1,Completed,1.286,3.5,1.33,3.25,1.25,3,,,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Karlovic I.,Hewitt L.,203,2,1,6,7,6,6,3,6,4,,,3,1,Completed,9,1.04,9,1.05,5,1.05,9,1.04,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Roddick A.,Sanguinetti D.,6,91,6,2,6,3,6,3,,,,,3,0,Completed,1.071,7.5,1.08,7,1.05,5,1.063,7,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Santoro F.,Vinciguerra A.,49,107,4,6,6,3,2,6,6,2,6,2,3,2,Completed,1.333,3.25,1.33,3.25,1.35,2.5,1.25,3.5,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Baccanello P.,Heuberger I.,204,137,7,6,6,3,3,6,7,6,,,3,1,Completed,2,1.727,2.05,1.75,1.75,1.75,2,1.727,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Ljubicic I.,Dent T.,39,37,7,5,3,6,6,3,7,5,,,3,1,Completed,2.625,1.444,2.5,1.52,2,1.55,2.5,1.5,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Youzhny M.,Beck K.,25,75,6,4,6,2,6,3,,,,,3,0,Completed,1.125,5.5,1.16,5,1.15,3.8,1.143,5,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Mutis O.,Squillari F.,78,86,4,6,0,6,6,4,7,6,6,3,3,2,Completed,1.333,3.25,1.33,3.25,1.3,2.7,1.286,3.25,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Robredo T.,Acasuso J.,21,53,3,6,6,3,7,6,6,4,,,3,1,Completed,1.083,7,1.08,7.25,1.1,4.5,1.083,7,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Gambill J.M.,Kunitsyn I.,42,146,6,3,6,2,6,4,,,,,3,0,Completed,1.167,4.5,1.16,5,1.1,4.5,,,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Fish M.,Gaudio G.,45,26,6,2,4,6,6,3,6,3,,,3,1,Completed,1.25,3.75,1.28,3.6,1.25,3,1.2,4,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Gimelstob J.,Labadze I.,96,103,6,2,6,2,6,4,,,,,3,0,Completed,1.444,2.625,1.36,3.1,1.25,3,1.444,2.625,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Koubek S.,Rochus C.,70,92,4,6,6,3,6,1,6,1,,,3,1,Completed,1.833,1.833,1.72,2.1,1.75,1.75,1.833,1.833,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Hanescu V.,Portas A.,99,85,7,6,6,0,6,0,,,,,3,0,Completed,1.444,2.625,1.36,3.1,1.45,2.2,1.333,3,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Lapentti N.,Carlsen K.,47,83,6,3,6,4,3,6,6,4,,,3,1,Completed,1.8,1.909,1.82,1.95,1.8,1.7,1.833,1.833,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Lee H.T.,5,55,6,3,6,3,7,6,,,,,3,0,Completed,1.111,6,1.08,7,1.05,5,1.05,8,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Rusedski G.,Waske A.,51,116,7,6,7,5,7,6,,,,,3,0,Completed,1.1,6.5,1.08,7,1.05,5,1.1,6,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Kuerten G.,van Lottum J.,13,89,2,6,3,2,,,,,,,0,1,Retired,1.4,2.75,1.52,2.5,1.4,2.3,1.4,2.75,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Chela J.I.,Behrend T.,34,98,6,4,6,2,6,3,,,,,3,0,Completed,1.25,3.75,1.28,3.6,1.25,3,1.25,3.5,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Martin T.,Vicente F.,102,57,6,7,6,4,2,6,7,6,6,4,3,2,Completed,1.364,3,1.35,3.15,1.25,3,1.25,3.5,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Bjorkman J.,Luxa P.,79,253,6,3,7,6,6,2,,,,,3,0,Completed,1.111,6,1.1,6.5,1.1,4.5,1.143,5,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Schalken S.,Parmar A.,12,209,6,3,6,4,6,1,,,,,3,0,Completed,1.111,6,1.1,6.5,1.1,4.5,1.083,7,,
36,London,Wimbledon,6/23/03,Grand Slam,Outdoor,Grass,1st Round,5,Melzer J.,Gonzalez F.,100,15,6,3,6,4,7,6,,,,,3,0,Completed,3,1.364,3.1,1.35,2.5,1.35,2.875,1.364,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Rochus O.,Coria G.,65,7,7,5,7,6,6,3,,,,,3,0,Completed,2.1,1.667,2.2,1.65,1.85,1.65,2.1,1.667,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Philippoussis M.,Zabaleta M.,48,40,6,3,4,6,6,3,6,2,,,3,1,Completed,1.1,6.5,1.1,6.5,1.1,4.5,1.063,7,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Saulnier C.,Malisse X.,124,31,6,4,6,3,6,2,,,,,3,0,Completed,4,1.222,3.75,1.26,3,1.25,4,1.2,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Elseneer G.,Kiefer N.,160,72,3,6,6,3,6,4,6,4,,,3,1,Completed,,,3,1.35,2.5,1.35,2.875,1.364,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Draper S.,Mathieu P.H.,115,56,7,6,4,6,6,3,6,4,,,3,1,Completed,1.533,2.375,1.55,2.3,1.4,2.3,1.533,2.375,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Stepanek R.,Mertinak M.,38,327,7,6,6,4,6,4,,,,,3,0,Completed,1.12,5.5,1.12,6,1.1,4.5,,,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Henman T.,Zib T.,29,154,6,2,7,6,3,6,6,1,,,3,1,Completed,1.05,8.5,1.04,10,1.05,5,1.02,11,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Nalbandian D.,Voltchkov V.,9,59,7,5,6,4,6,2,,,,,3,0,Completed,1.615,2.2,1.65,2.2,1.65,1.85,1.667,2.1,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Clement A.,Ginepri R.,30,54,6,3,4,6,7,6,6,7,10,8,3,2,Completed,1.286,3.5,1.33,3.25,1.2,3.3,1.286,3.25,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Dupuis A.,Bloomfield R.,74,413,6,4,7,6,6,3,,,,,3,0,Completed,1.167,4.5,1.15,5.25,1.1,4.5,1.1,6,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Kucera K.,Ferreira W.,46,24,6,1,6,2,6,4,,,,,3,0,Completed,,,1.5,2.5,1.45,2.2,,,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Massu N.,Krajan Z.,80,120,6,1,6,1,6,1,,,,,3,0,Completed,1.4,2.75,1.33,3,1.15,3.8,1.5,2.5,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Ferrer D.,Lee M.,64,332,1,6,6,3,6,1,6,2,,,3,1,Completed,3,1.364,3.1,1.35,2.5,1.35,3,1.33,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Llodra M.,Sanchez D.,136,58,6,3,6,4,6,7,6,3,,,3,1,Completed,1.167,4.5,1.22,4.15,1.1,4.5,1.167,4.5,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,El Aynaoui Y.,Hilton M.,22,382,6,3,6,2,6,4,,,,,3,0,Completed,1.125,5.5,1.1,6.5,1.05,5,1.1,6,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Agassi A.,Delgado J.,1,458,6,4,6,0,5,7,6,4,,,3,1,Completed,1.02,11,1.02,13,1.02,6,1.02,11,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Sa A.,Puerta M.,84,87,6,2,,,,,,,,,1,0,Retired,1.167,4.5,1.18,4.5,1.15,3.8,1.182,4.333,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Galvani S.,Boutter J.,159,95,6,3,2,6,1,6,6,2,8,6,3,2,Completed,3,1.364,3.15,1.35,2.7,1.3,,,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Novak J.,Horna L.,10,114,3,6,7,6,6,1,6,1,,,3,1,Completed,1.111,6,1.12,6,1.1,4.5,1.1,6,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Popp A.,Arazi H.,198,90,6,4,7,6,6,3,,,,,3,0,Completed,2.1,1.667,2.35,1.57,1.9,1.6,2,1.727,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Soderling R.,Verkerk M.,152,16,6,3,6,4,6,7,6,1,,,3,1,Completed,3.25,1.333,3.15,1.35,3.3,1.2,3.25,1.286,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Blake J.,Larkham T.,27,186,6,3,6,1,6,1,,,,,3,0,Completed,1.167,4.5,1.22,4.15,1.15,3.8,1.14,5,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Suzuki T.,Norman D.,303,112,7,6,6,4,7,6,,,,,3,0,Completed,3.5,1.286,3.75,1.25,3,1.25,3.75,1.222,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Nieminen J.,Verdasco F.,32,121,6,7,6,4,4,6,6,3,6,3,3,2,Completed,1.4,2.75,1.45,2.7,1.4,2.3,1.4,2.75,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Ferrero J.C.,Lisnard J.R.,3,94,6,2,6,1,6,3,,,,,3,0,Completed,1.143,5,1.14,5.5,1.15,3.8,1.1,6,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Sargsian S.,Bogdanovic A.,62,305,6,1,6,3,6,2,,,,,3,0,Completed,1.727,2,1.7,2.12,1.6,1.9,1.727,2,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Niemeyer F.,Mantilla F.,308,17,6,4,7,6,4,6,7,6,,,3,1,Completed,2,1.727,1.93,1.84,1.8,1.7,1.9,1.8,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Escude N.,Economidis K.,61,280,7,6,6,4,7,6,,,,,3,0,Completed,1.286,3.5,1.25,3.6,1.25,3,1.25,3.5,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Moodie W.,Rosset M.,150,104,6,4,6,4,6,4,,,,,3,0,Completed,1.909,1.8,2.1,1.72,1.9,1.6,1.833,1.833,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Sluiter R.,Kafelnikov Y.,67,23,7,5,3,6,2,6,6,2,6,3,3,2,Completed,2.25,1.571,2.12,1.7,2.2,1.45,2.375,1.533,,
36,London,Wimbledon,6/24/03,Grand Slam,Outdoor,Grass,1st Round,5,Arthurs W.,Martin A.,77,63,7,6,6,1,7,6,,,,,3,0,Completed,1.143,5,1.16,5,1.1,4.5,1.08,7,,
36,London,Wimbledon,6/25/03,Grand Slam,Outdoor,Grass,1st Round,5,Burgsmuller L.,Montanes A.,88,109,6,3,7,6,4,6,6,2,,,3,1,Completed,1.143,5,1.18,4.75,1.15,3.8,1.167,4.5,,
36,London,Wimbledon,6/25/03,Grand Slam,Outdoor,Grass,1st Round,5,Grosjean S.,Enqvist T.,14,106,4,6,6,3,6,4,7,6,,,3,1,Completed,1.364,3,1.35,3.1,1.35,2.5,1.364,2.875,,
36,London,Wimbledon,6/25/03,Grand Slam,Outdoor,Grass,2nd Round,5,Fish M.,Gambill J.M.,45,42,6,4,6,4,6,1,,,,,3,0,Completed,1.833,1.833,1.8,1.98,1.75,1.75,1.833,1.833,,
36,London,Wimbledon,6/25/03,Grand Slam,Outdoor,Grass,2nd Round,5,Schuettler R.,Santoro F.,8,49,6,2,6,3,6,3,,,,,3,0,Completed,1.364,3,1.29,3.5,1.3,2.7,1.333,3,,
36,London,Wimbledon,6/25/03,Grand Slam,Outdoor,Grass,2nd Round,5,Srichaphan P.,Mutis O.,11,78,4,6,1,6,7,6,7,5,7,5,3,2,Completed,1.333,3.25,1.36,3.1,1.25,3,1.364,2.875,,
36,London,Wimbledon,6/25/03,Grand Slam,Outdoor,Grass,2nd Round,5,Nadal R.,Childs L.,76,489,6,2,6,4,6,3,,,,,3,0,Completed,1.364,3,1.38,3,1.35,2.5,1.44,2.62,,
36,London,Wimbledon,6/25/03,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Koubek S.,5,70,7,5,6,1,6,1,,,,,3,0,Completed,1.083,7,1.08,7,1.05,5,1.063,8,,
